,BirthDate,CategoryCode,FamilyName,GivenName,Id,Nation,Outfit,PrintName,RaceId,RaceNr,ScoreboardName,StartOrder,StartTime,UciCode,UciRank,UciRiderId,UciTeamCode,UciTeamId,UciTeamName,WorldCupRank,Age
1014,1993-02-19T00:00:00,ME,MULALLY,Neko,101014,USA,,MULALLY Neko,0,14,MULALLY N,53,54360000,USA19930219,56,10007287613,YTM,1531,THE YT MOB,14,25
1015,1990-07-04T00:00:00,ME,SMITH,Joseph,101015,GBR,,SMITH Joseph,0,15,SMITH J,49,53400000,GBR19900704,45,10005852518,NFR,2013,NORCO FACTORY RACING,15,27
1016,1996-03-04T00:00:00,ME,PIERRON,Amaury,101016,FRA,,PIERRON Amaury,0,16,PIERRON A,54,54570000,FRA19960304,9,10008827283,CVN,1590,COMMENCAL / VALLNORD,16,22
1017,1990-04-23T00:00:00,ME,THIRION,Remi,101017,FRA,,THIRION Remi,0,17,THIRION R,48,53220000,FRA19900423,66,10005415715,CVN,1590,COMMENCAL / VALLNORD,17,28
1018,1990-05-09T00:00:00,ME,GUTIERREZ VILLEGAS,Marcelo,101018,COL,NCh,GUTIERREZ VILLEGAS Marcelo,0,18,GUTIERREZ VI,39,51660000,COL19900509,15,10005855649,GFT,1329,GIANT FACTORY OFF-ROAD TEAM,18,28
1019,1991-11-25T00:00:00,ME,MACDONALD,Brook,101019,NZL,,MACDONALD Brook,0,19,MACDONALD B,35,50640000,NZL19911125,26,10006429969,MSM,1009,MS MONDRAKER TEAM,19,26
1021,1988-10-19T00:00:00,ME,BRAYTON,Adam,101021,GBR,,BRAYTON Adam,0,21,BRAYTON A,38,51540000,GBR19881019,22,10005386110,HTH,3167,HOPE TECHNOLOGY,21,29
1022,1992-06-08T00:00:00,ME,WILLIAMSON,Greg,101022,GBR,NCh,WILLIAMSON Greg,0,22,WILLIAMSON G,43,52320000,GBR19920608,24,10006909111,UFR,3170,UNNO FACTORY RACING,22,25
1023,1995-06-01T00:00:00,ME,WALLACE,Mark,101023,CAN,,WALLACE Mark,0,23,WALLACE M,51,53940000,CAN19950601,13,10008172636,CFT,2162,CANYON FACTORY DOWNHILL TEAM,23,23
1025,1985-02-26T00:00:00,ME,ATHERTON,Gee,101025,GBR,,ATHERTON Gee,0,25,ATHERTON G,37,51420000,GBR19850226,54,10003434386,TDH,1598,TREK FACTORY RACING DH,25,33
1028,1988-01-10T00:00:00,ME,FAIRCLOUGH,Brendan,101028,GBR,,FAIRCLOUGH Brendan,0,28,FAIRCLOUGH B,36,51300000,GBR19880110,53,10003642635,SVS,1448,SCOTT VELOSOLUTIONS,28,30
1029,1994-01-19T00:00:00,ME,FEARON,Connor,101029,AUS,,FEARON Connor,0,29,FEARON C,42,52140000,AUS19940119,31,10007656314,KON,1012,KONA FACTORY TEAM,29,24
1030,1993-11-07T00:00:00,ME,FIGARET,Faustin,101030,FRA,,FIGARET Faustin,0,30,FIGARET F,34,50580000,FRA19931107,47,10007327221,RFD,1170,RADON FACTORY DH RACING,30,24
1031,1998-03-19T00:00:00,ME,MANSON,Magnus,101031,CAN,,MANSON Magnus,0,31,MANSON M,2,48660000,CAN19980319,80,10009819313,,0,,31,20
1033,1991-10-15T00:00:00,ME,DICKERSON,Bryn,101033,NZL,,DICKERSON Bryn,0,33,DICKERSON B,19,49680000,NZL19911015,85,10006949022,FSF,2238,FS FUNN,33,26
1036,1997-09-20T00:00:00,ME,REVELLI,Loris,101036,ITA,,REVELLI Loris,0,36,REVELLI L,17,49560000,ITA19970920,32,10009443942,ABD,2027,AB DEVINCI ITALY,36,20
1038,1995-08-21T00:00:00,ME,NIEDERBERGER,Noel,101038,SUI,,NIEDERBERGER Noel,0,38,NIEDERBERGER,9,49080000,SUI19950821,37,10007568913,MNR,2039,HIAG DATA - NS-BIKES FACTORY RACING,38,22
1039,1998-02-23T00:00:00,ME,HATTON,Charlie,101039,GBR,,HATTON Charlie,0,39,HATTON C,33,50520000,GBR19980223,30,10009897014,TDH,1598,TREK FACTORY RACING DH,39,20
1040,1996-09-12T00:00:00,ME,VERNON,Taylor,101040,GBR,,VERNON Taylor,0,40,VERNON T,23,49920000,GBR19960912,48,10008728667,UFR,3170,UNNO FACTORY RACING,40,21
1041,1990-07-04T00:00:00,ME,DIPASQUALE,Charly,101041,FRA,,DIPASQUALE Charly,0,41,DIPASQUALE C,7,48960000,FRA19900704,170,10060004382,,0,,41,27
1042,1995-03-11T00:00:00,ME,GANNICOTT,George,101042,GBR,,GANNICOTT George,0,42,GANNICOTT G,16,49500000,GBR19950311,102,10008169101,OVR,2043,ONE VISION GLOBAL RACING,42,23
1043,1984-10-30T00:00:00,ME,RUFFIN,Thibaut,101043,FRA,,RUFFIN Thibaut,0,43,RUFFIN T,22,49860000,FRA19841030,84,10003396293,CVN,1590,COMMENCAL / VALLNORD,43,33
1045,1987-04-18T00:00:00,ME,MASTERS,Wyn,101045,NZL,,MASTERS Wyn,0,45,MASTERS W,14,49380000,NZL19870418,52,10004406107,GTR,2103,GT FACTORY RACING,45,31
1048,1998-08-13T00:00:00,ME,FITZGERALD,Henry,101048,CAN,,FITZGERALD Henry,0,48,FITZGERALD H,6,48900000,CAN19980813,261,10009831033,NFR,2013,NORCO FACTORY RACING,48,19
1049,1994-08-31T00:00:00,ME,GUTIERREZ VILLEGAS,Rafael,101049,COL,CCh,GUTIERREZ VILLEGAS Rafael,0,49,GUTIERREZ VI,24,49980000,COL19940831,20,10007692787,IJS,2163,IJ RACING-SICK COMPONENTS,49,23
1051,1993-08-08T00:00:00,ME,PIERRON,Baptiste,101051,FRA,,PIERRON Baptiste,0,51,PIERRON B,11,49200000,FRA19930808,17,10008586504,VVR,2096,VOULVOUL RACING,51,24
1057,1999-08-15T00:00:00,ME,ILES,Finn,101057,CAN,,ILES Finn,0,57,ILES F,40,51780000,CAN19990815,40,10076111537,SGR,1667,SPECIALIZED GRAVITY,57,18
1061,1994-05-13T00:00:00,ME,BRUNI,Loic,101061,FRA,WCh,BRUNI Loic,0,61,BRUNI L,46,52860000,FRA19940513,3,10007544358,SGR,1667,SPECIALIZED GRAVITY,0,24
1064,1997-10-05T00:00:00,ME,DICKSON,Jacob,101064,IRL,NCh,DICKSON Jacob,0,64,DICKSON J,13,49320000,IRL19971005,25,10009453642,GFT,1329,GIANT FACTORY OFF-ROAD TEAM,0,20
1065,1992-04-09T00:00:00,ME,CHAPMAN,Rupert,101065,NZL,,CHAPMAN Rupert,0,65,CHAPMAN R,26,50100000,NZL19920409,28,10006841413,PFR,1864,PIVOT FACTORY RACING,0,26
1066,1997-03-25T00:00:00,ME,MARIN,Alex,101066,ESP,,MARIN Alex,0,66,MARIN A,27,50160000,ESP19970325,29,10009452935,MST,1680,MADISON SARACEN FACTORY TEAM,0,21
1067,1988-12-10T00:00:00,ME,READING,Jack,101067,GBR,,READING Jack,0,67,READING J,18,49620000,GBR19881210,33,10006576176,OVR,2043,ONE VISION GLOBAL RACING,0,29
1071,1999-05-25T00:00:00,ME,WALKER,Matt,101071,GBR,,WALKER Matt,0,71,WALKER M,29,50280000,GBR19990525,39,10011016756,MST,1680,MADISON SARACEN FACTORY TEAM,0,19
1075,1995-07-20T00:00:00,ME,FAYOLLE,Alexandre,101075,FRA,,FAYOLLE Alexandre,0,75,FAYOLLE A,45,52680000,FRA19950720,55,10008168996,URT,1608,POLYGON UR,0,22
1078,1992-12-13T00:00:00,ME,WEBER,Basil,101078,SUI,,WEBER Basil,0,78,WEBER B,5,48840000,SUI19921213,61,10007392895,,0,,0,25
1079,1998-04-15T00:00:00,ME,VIGE,Gaetan,101079,FRA,,VIGE Gaetan,0,79,VIGE G,8,49020000,FRA19980415,64,10009826989,SVS,1448,SCOTT VELOSOLUTIONS,0,20
1080,1991-02-16T00:00:00,ME,KERR,Bernard,101080,GBR,,KERR Bernard,0,80,KERR B,31,50400000,GBR19910216,71,10006413094,PFR,1864,PIVOT FACTORY RACING,0,27
1081,1996-06-11T00:00:00,ME,WILSON,Reece,101081,GBR,,WILSON Reece,0,81,WILSON R,30,50340000,GBR19960611,73,10009563271,,0,,0,21
1082,1999-03-06T00:00:00,ME,HARTENSTERN,Max,101082,GER,NCh,HARTENSTERN Max,0,82,HARTENSTERN,12,49260000,GER19990306,74,10011213584,CBG,2099,CUBE GLOBAL SQUAD PROTECTED BY BLISS,0,19
1086,1987-01-06T00:00:00,ME,POTGIETER,Johann,101086,RSA,,POTGIETER Johann,0,86,POTGIETER J,3,48720000,RSA19870106,87,10004065900,,0,,0,31
1088,1993-02-24T00:00:00,ME,MACKINNON,Kiran,101088,USA,,MACKINNON Kiran,0,88,MACKINNON K,32,50460000,USA19930224,101,10007888104,,0,,0,25
1089,1998-01-06T00:00:00,ME,HEAP,Elliott,101089,GBR,,HEAP Elliott,0,89,HEAP E,4,48780000,GBR19980106,103,10009843965,,0,,0,20
1095,1995-02-22T00:00:00,ME,JONES,Michael,101095,GBR,,JONES Michael,0,95,JONES M,28,50220000,GBR19950222,121,10008194965,MSM,1009,MS MONDRAKER TEAM,0,23
1099,1992-06-22T00:00:00,ME,GALLAGHER,Kenta,101099,GBR,,GALLAGHER Kenta,0,99,GALLAGHER K,1,48600000,GBR19920622,140,10006812616,URT,1608,POLYGON UR,0,25
1104,1991-06-29T00:00:00,ME,RUFFIN,Gaetan,101104,FRA,,RUFFIN Gaetan,0,104,RUFFIN G,10,49140000,FRA19910629,184,10007305090,CVN,1590,COMMENCAL / VALLNORD,0,26
1106,1995-12-08T00:00:00,ME,SUAREZ ALONSO,Angel,101106,ESP,,SUAREZ ALONSO Angel,0,106,SUAREZ ALONS,15,49440000,ESP19951208,187,10008831529,YTM,1531,THE YT MOB,61,22
1112,1996-11-15T00:00:00,ME,ESTAQUE,Thomas,101112,FRA,,ESTAQUE Thomas,0,112,ESTAQUE T,20,49740000,FRA19961115,222,10008848505,,0,,0,21
1115,1995-10-13T00:00:00,ME,BLAIR,Lachlan,101115,GBR,,BLAIR Lachlan,0,115,BLAIR L,21,49800000,GBR19951013,253,10008827687,,0,,0,22
1129,1990-02-12T00:00:00,ME,DALE,Sam,101129,GBR,N,DALE Sam,0,129,DALE S,25,50040000,GBR19900212,407,10005778554,,0,,0,28
1138,1997-01-27T00:00:00,ME,MAES,Martin,101138,BEL,N,MAES Martin,0,138,MAES M,41,51960000,BEL19970127,0,10009453945,GTR,2103,GT FACTORY RACING,0,21
