,bib,id,name,q_rank,q_speed,q_split1,q_split2,q_split3,q_split4,q_split5,q_start,q_start_rev,q_status,uci,q_points,r_points,rank,speed,split1,split2,split3,split4,split5,start,start_rev,status,points,qr_diff,q_split1_rank,q_split1_vs_best,q_split1_vs_winner,q_split2_rank,q_split2_vs_best,q_split2_vs_winner,q_split2_sector,q_split2_sector_rank,q_split2_sector_vs_best,q_split2_sector_vs_winner,q_split3_rank,q_split3_vs_best,q_split3_vs_winner,q_split3_sector,q_split3_sector_rank,q_split3_sector_vs_best,q_split3_sector_vs_winner,q_split4_rank,q_split4_vs_best,q_split4_vs_winner,q_split4_sector,q_split4_sector_rank,q_split4_sector_vs_best,q_split4_sector_vs_winner,q_split5_rank,q_split5_vs_best,q_split5_vs_winner,q_split5_sector,q_split5_sector_rank,q_split5_sector_vs_best,q_split5_sector_vs_winner,split1_rank,split1_vs_best,split1_vs_winner,split2_rank,split2_vs_best,split2_vs_winner,split2_sector,split2_sector_rank,split2_sector_vs_best,split2_sector_vs_winner,split3_rank,split3_vs_best,split3_vs_winner,split3_sector,split3_sector_rank,split3_sector_vs_best,split3_sector_vs_winner,split4_rank,split4_vs_best,split4_vs_winner,split4_sector,split4_sector_rank,split4_sector_vs_best,split4_sector_vs_winner,split5_rank,split5_vs_best,split5_vs_winner,split5_sector,split5_sector_rank,split5_sector_vs_best,split5_sector_vs_winner,speed_ms,speed_ms_vs_best,speed_rank,q_speed_rank,BirthDate,CategoryCode,FamilyName,GivenName,Id,Nation,Outfit,PrintName,Protected,RaceId,RaceNr,ScoreboardName,StartOrder,StartTime,UciCode,UciRank,UciRiderId,UciTeamCode,UciTeamId,UciTeamName,WorldCupRank,Age
10,9,2009,MILLER Miranda,20,32.93,23.786,71.733,121.847,191.868,224.964,7,20,Finished,10005872726,,45.0,11.0,33.09,23.732,68.136,105.187,152.908,179.384,9.0,8.0,Finished,45.0,-45.58000000000001,3.0,0.7970000000000006,-0.1059999999999981,14.0,9.285000000000004,9.285000000000004,47.947,17.0,9.391000000000005,9.391000000000005,18.0,24.432999999999993,24.432999999999993,50.11399999999999,19.0,15.41299999999999,15.147999999999989,19.0,48.855999999999995,48.06999999999999,70.021,20.0,26.067000000000007,23.637,20.0,57.625,55.81999999999999,33.096000000000004,22.0,8.769000000000005,7.75,5.0,0.884999999999998,0.259999999999998,9.0,7.911999999999999,7.911999999999999,44.403999999999996,12.0,7.652000000000001,7.652000000000001,9.0,12.935000000000002,12.935000000000002,37.051,12.0,5.023000000000003,5.023000000000003,10.0,17.555999999999983,17.555999999999983,47.72099999999999,9.0,4.75,4.620999999999981,11.0,18.677999999999997,18.677999999999997,26.476,13.0,1.6879999999999882,1.122000000000014,9.191666666666668,0.0,1.0,14.0,1990-03-02T00:00:00,WE,MILLER,Miranda,1196904306182334,CAN,WCh,MILLER Miranda,False,0,9,MILLER M,7,48780000,CAN19900302,9,10005872726,SGR,1667,SPECIALIZED GRAVITY,9,28
11,10,2010,CAPPELLARI Carina,11,41.75,25.451,70.73,108.755,157.709,183.305,8,19,Finished,10006911535,,35.0,12.0,25.59,25.452,69.571,106.067,154.042,179.959,10.0,7.0,Finished,35.0,-3.3460000000000036,12.0,2.4619999999999997,1.559000000000001,13.0,8.282000000000004,8.282000000000004,45.279,12.0,6.723000000000006,6.723000000000006,11.0,11.340999999999994,11.340999999999994,38.02499999999999,11.0,3.323999999999991,3.0589999999999904,11.0,14.697000000000003,13.911000000000001,48.95400000000001,12.0,5.000000000000014,2.5700000000000074,11.0,15.966000000000008,14.161000000000001,25.596000000000004,12.0,1.2690000000000055,0.25,11.0,2.6050000000000004,1.9800000000000004,12.0,9.347000000000001,9.347000000000001,44.119,11.0,7.367000000000004,7.367000000000004,13.0,13.814999999999998,13.814999999999998,36.495999999999995,9.0,4.467999999999996,4.467999999999996,12.0,18.689999999999998,18.689999999999998,47.97500000000001,11.0,5.004000000000019,4.875,12.0,19.253000000000014,19.253000000000014,25.917,8.0,1.1289999999999907,0.5630000000000166,7.108333333333333,2.083333333333335,5.0,9.0,1991-11-06T00:00:00,WE,CAPPELLARI,Carina,1196904306182335,SUI,NCh,CAPPELLARI Carina,False,0,10,CAPPELLARI C,8,48810000,SUI19911106,11,10006911535,MNR,2039,HIAG DATA - NS-BIKES FACTORY RACING,10,26
12,18,2018,RUBESAM Sandra,12,42.01,26.142,70.093,107.856,158.81,184.031,13,14,Finished,10052523258,,25.0,13.0,25.22,25.825,68.839,106.023,156.572,182.582,4.0,13.0,Finished,25.0,-1.4490000000000123,14.0,3.1529999999999987,2.25,10.0,7.645000000000003,7.645000000000003,43.95100000000001,11.0,5.39500000000001,5.39500000000001,10.0,10.441999999999993,10.441999999999993,37.76299999999999,10.0,3.0619999999999905,2.79699999999999,12.0,15.798000000000002,15.012,50.95400000000001,15.0,7.000000000000014,4.570000000000007,12.0,16.692000000000007,14.887,25.221000000000004,7.0,0.8940000000000055,-0.125,13.0,2.977999999999998,2.352999999999998,10.0,8.615000000000002,8.615000000000002,43.013999999999996,9.0,6.2620000000000005,6.2620000000000005,12.0,13.771,13.771,37.184,14.0,5.155999999999999,5.155999999999999,13.0,21.22,21.22,50.54900000000001,13.0,7.578000000000017,7.448999999999998,13.0,21.876000000000005,21.876000000000005,26.00999999999999,10.0,1.22199999999998,0.6560000000000059,7.0055555555555555,2.1861111111111127,10.0,8.0,1988-02-10T00:00:00,WE,RUBESAM,Sandra,1196904306182340,GER,,RUBESAM Sandra,False,0,18,RUBESAM S,13,48960000,GER19880210,18,10052523258,,0,,0,30
13,17,2017,WIDMANN Veronika,13,41.17,27.265,70.669,109.436,159.132,185.272,12,15,Finished,10007423312,,15.0,14.0,26.14,27.571,71.3,108.366,158.06,185.117,3.0,14.0,Finished,15.0,-0.15500000000000114,16.0,4.276,3.373000000000001,12.0,8.220999999999997,8.220999999999997,43.403999999999996,9.0,4.847999999999999,4.847999999999999,13.0,12.022000000000006,12.022000000000006,38.76700000000001,13.0,4.06600000000001,3.801000000000009,13.0,16.120000000000005,15.334000000000003,49.696,13.0,5.742000000000004,3.3119999999999976,13.0,17.932999999999993,16.127999999999986,26.139999999999986,13.0,1.8129999999999882,0.7939999999999827,16.0,4.724,4.099,14.0,11.076,11.076,43.729,10.0,6.977000000000004,6.977000000000004,14.0,16.114000000000004,16.114000000000004,37.066,13.0,5.038000000000004,5.038000000000004,14.0,22.708,22.708,49.694,12.0,6.723000000000013,6.593999999999994,14.0,24.411,24.411,27.056999999999988,15.0,2.268999999999977,1.703000000000003,7.261111111111112,1.9305555555555562,4.0,11.0,1993-03-08T00:00:00,WE,WIDMANN,Veronika,1196904306182339,ITA,,WIDMANN Veronika,False,0,17,WIDMANN V,12,48930000,ITA19930308,17,10007423312,FSF,2238,FS FUNN,0,25
14,25,2025,BATTOLLA Eva,15,39.03,26.346,76.003,117.438,170.256,197.555,20,7,Finished,10010936631,,5.0,15.0,27.29,27.348,73.175,111.843,165.236,192.258,1.0,16.0,Finished,5.0,-5.296999999999997,15.0,3.3569999999999993,2.4540000000000006,17.0,13.555,13.555,49.657,19.0,11.100999999999999,11.100999999999999,16.0,20.024,20.024,41.435,17.0,6.734000000000002,6.469000000000001,15.0,27.244,26.458,52.818,16.0,8.864000000000004,6.4339999999999975,15.0,30.216000000000008,28.411,27.299000000000007,16.0,2.9720000000000084,1.953000000000003,15.0,4.500999999999998,3.8759999999999977,15.0,12.951,12.951,45.827,15.0,9.075000000000003,9.075000000000003,15.0,19.591000000000008,19.591000000000008,38.668000000000006,15.0,6.640000000000008,6.640000000000008,15.0,29.883999999999986,29.883999999999986,53.39299999999999,15.0,10.421999999999997,10.292999999999978,15.0,31.55200000000002,31.55200000000002,27.02200000000002,14.0,2.234000000000009,1.6680000000000348,7.580555555555556,1.6111111111111125,2.0,13.0,1998-12-05T00:00:00,WE,BATTOLLA,Eva,1196904306182347,SUI,,BATTOLLA Eva,False,0,25,BATTOLLA E,20,49170000,SUI19981205,69,10010936631,,0,,0,19
15,26,2026,SCHWEMMER Kim,14,39.83,27.529,74.179,113.821,163.857,191.004,21,6,Finished,10007401686,,,16.0,27.14,27.26,74.513,114.81,165.879,205.299,2.0,15.0,Finished,0.0,14.295000000000016,18.0,4.539999999999999,3.6370000000000005,16.0,11.731000000000002,11.731000000000002,46.650000000000006,15.0,8.094000000000008,8.094000000000008,14.0,16.406999999999996,16.406999999999996,39.641999999999996,15.0,4.940999999999995,4.675999999999995,14.0,20.845,20.058999999999997,50.036,14.0,6.082000000000008,3.652000000000001,14.0,23.664999999999992,21.859999999999985,27.14699999999999,15.0,2.819999999999993,1.8009999999999877,14.0,4.413,3.7880000000000003,16.0,14.289000000000009,14.289000000000009,47.253,16.0,10.501000000000005,10.501000000000005,16.0,22.558000000000007,22.558000000000007,40.297,16.0,8.268999999999998,8.268999999999998,16.0,30.526999999999987,30.526999999999987,51.06899999999999,14.0,8.097999999999999,7.96899999999998,16.0,44.59300000000002,44.59300000000002,39.420000000000016,16.0,14.632000000000005,14.066000000000031,7.53888888888889,1.6527777777777786,3.0,12.0,1993-08-01T00:00:00,WE,SCHWEMMER,Kim,1196904306182348,GER,,SCHWEMMER Kim,False,0,26,SCHWEMMER K,21,49200000,GER19930801,72,10007401686,,0,,0,24
16,20,2020,HOFFMANN Nina Charlott,16,,25.311,89.738,125.419,172.741,199.114,15,12,Finished,10015887065,,,,,,,,,,,,,0.0,,11.0,2.321999999999999,1.4190000000000005,22.0,27.29,27.29,64.42699999999999,22.0,25.870999999999995,25.870999999999995,19.0,28.004999999999995,28.004999999999995,35.681,8.0,0.9799999999999969,0.7149999999999963,16.0,29.729000000000013,28.943000000000012,47.32200000000002,9.0,3.3680000000000234,0.9380000000000166,16.0,31.775000000000006,29.97,26.37299999999999,14.0,2.0459999999999923,1.0269999999999868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-08-02T00:00:00,WE,HOFFMANN,Nina Charlott,1196904306182342,GER,,HOFFMANN Nina Charlott,False,0,20,HOFFMANN N,15,49020000,GER19960802,23,10015887065,,0,,0,21
17,23,2023,WOHLGENSINGER Alexandra,17,,35.281,80.634,119.944,172.804,203.365,18,9,Finished,10010735153,,,,,,,,,,,,,0.0,,22.0,12.291999999999998,11.389,19.0,18.186,18.186,45.353,13.0,6.797000000000004,6.797000000000004,17.0,22.53,22.53,39.31,14.0,4.609000000000002,4.344000000000001,17.0,29.792,29.006,52.86,17.0,8.906000000000006,6.475999999999999,17.0,36.02600000000001,34.221000000000004,30.561000000000007,21.0,6.234000000000009,5.215000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984-04-10T00:00:00,WE,WOHLGENSINGER,Alexandra,1196904306182345,SUI,,WOHLGENSINGER Alexandra,False,0,23,WOHLGENSINGE,18,49110000,SUI19840410,41,10010735153,,0,,0,34
18,16,2016,CHAPPAZ Melanie,18,,27.308,74.063,114.615,177.163,205.705,11,16,Finished,10011008066,,,,,,,,,,,,,0.0,,17.0,4.318999999999999,3.4160000000000004,15.0,11.615000000000002,11.615000000000002,46.755,16.0,8.199000000000005,8.199000000000005,15.0,17.200999999999993,17.200999999999993,40.55199999999999,16.0,5.850999999999992,5.585999999999991,18.0,34.15100000000001,33.36500000000001,62.548000000000016,18.0,18.594000000000023,16.164000000000016,18.0,38.366000000000014,36.56100000000001,28.542,17.0,4.215000000000003,3.195999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-03-12T00:00:00,WE,CHAPPAZ,Melanie,1196904306182338,FRA,,CHAPPAZ Melanie,False,0,16,CHAPPAZ M,11,48900000,FRA19990312,12,10011008066,HTH,3167,HOPE TECHNOLOGY,0,19
19,29,2029,TUTT Aston,19,,29.487,78.226,130.599,195.889,224.45,24,3,Finished,10010911975,,,,,,,,,,,,,0.0,,20.0,6.4979999999999976,5.594999999999999,18.0,15.777999999999999,15.777999999999999,48.739000000000004,18.0,10.183000000000007,10.183000000000007,21.0,33.18499999999999,33.18499999999999,52.37299999999999,20.0,17.67199999999999,17.40699999999999,20.0,52.87700000000001,52.09100000000001,65.29000000000002,19.0,21.336000000000027,18.90600000000002,19.0,57.11099999999999,55.30599999999998,28.56099999999998,18.0,4.2339999999999804,3.214999999999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-10-06T00:00:00,WE,TUTT,Aston,1196904306182351,GBR,,TUTT Aston,False,0,29,TUTT A,24,49290000,GBR19981006,200,10010911975,,0,,0,19
