,bib,id,name,q_rank,q_split1,q_split2,q_split3,q_split4,q_split5,q_start,q_start_rev,q_status,uci,q_points,r_points,rank,split1,split2,split3,split4,split5,start,start_rev,status,points,qr_diff,q_split1_rank,q_split1_vs_best,q_split1_vs_winner,q_split2_rank,q_split2_vs_best,q_split2_vs_winner,q_split2_sector,q_split2_sector_rank,q_split2_sector_vs_best,q_split2_sector_vs_winner,q_split3_rank,q_split3_vs_best,q_split3_vs_winner,q_split3_sector,q_split3_sector_rank,q_split3_sector_vs_best,q_split3_sector_vs_winner,q_split4_rank,q_split4_vs_best,q_split4_vs_winner,q_split4_sector,q_split4_sector_rank,q_split4_sector_vs_best,q_split4_sector_vs_winner,q_split5_rank,q_split5_vs_best,q_split5_vs_winner,q_split5_sector,q_split5_sector_rank,q_split5_sector_vs_best,q_split5_sector_vs_winner,split1_rank,split1_vs_best,split1_vs_winner,split2_rank,split2_vs_best,split2_vs_winner,split2_sector,split2_sector_rank,split2_sector_vs_best,split2_sector_vs_winner,split3_rank,split3_vs_best,split3_vs_winner,split3_sector,split3_sector_rank,split3_sector_vs_best,split3_sector_vs_winner,split4_rank,split4_vs_best,split4_vs_winner,split4_sector,split4_sector_rank,split4_sector_vs_best,split4_sector_vs_winner,split5_rank,split5_vs_best,split5_vs_winner,split5_sector,split5_sector_rank,split5_sector_vs_best,split5_sector_vs_winner,speed,q_speed,speed_ms,speed_ms_vs_best,speed_rank,q_speed_rank,BirthDate,CategoryCode,FamilyName,GivenName,Id,Nation,Outfit,PrintName,Protected,RaceId,RaceNr,ScoreboardName,StartOrder,StartTime,UciCode,UciRank,UciRiderId,UciTeamCode,UciTeamId,UciTeamName,WorldCupRank,Age
10,49,1049,COULANGES Benoit,11,61.938,138.843,177.777,222.837,259.261,45,101,Finished,10008194359,14.0,70.0,11.0,56.051,119.888,151.062,190.401,222.958,43.0,24.0,Finished,84.0,-36.303000000000026,5.0,1.7620000000000005,0.40500000000000114,4.0,5.046999999999997,3.6469999999999914,76.90499999999999,11.0,3.2849999999999966,3.2419999999999902,7.0,7.2339999999999804,7.021999999999991,38.934,28.0,3.375,3.375,7.0,9.240999999999985,9.240999999999985,45.06,8.0,2.218999999999994,2.218999999999994,11.0,12.011000000000024,12.011000000000024,36.424000000000035,60.0,2.7700000000000387,2.7700000000000387,15.0,1.7289999999999992,1.108000000000004,12.0,3.5799999999999983,2.7210000000000036,63.837,12.0,2.6839999999999975,1.6129999999999995,13.0,4.431000000000012,3.4470000000000027,31.174000000000007,12.0,1.2650000000000006,0.7259999999999991,10.0,4.506,4.506,39.339,6.0,1.2069999999999936,1.0589999999999975,11.0,6.1699999999999875,6.1699999999999875,32.55699999999999,30.0,1.7499999999999716,1.6639999999999873,62.313,51.395,17.30916666666667,1.6563888888888911,30.0,70.0,1994-12-20T00:00:00,ME,COULANGES,Benoit,1197084694808626,FRA,,COULANGES Benoit,False,0,49,COULANGES B,45,51720000,FRA19941220,25,10008194359,DOR,1867,DORVAL AM,49,23
11,44,1044,PIERRON Baptiste,26,63.552,143.449,183.716,230.424,266.172,41,105,Finished,10008586504,,65.0,12.0,56.481,120.064,150.914,190.729,223.196,33.0,34.0,Finished,65.0,-42.97600000000003,23.0,3.3759999999999977,2.0189999999999984,30.0,9.65300000000002,8.253000000000014,79.89700000000002,42.0,6.2770000000000294,6.234000000000023,33.0,13.173000000000002,12.961000000000013,40.266999999999996,48.0,4.707999999999998,4.707999999999998,24.0,16.828000000000003,16.828000000000003,46.708,27.0,3.8669999999999902,3.8669999999999902,26.0,18.922000000000025,18.922000000000025,35.74800000000002,27.0,2.0940000000000225,2.0940000000000225,20.0,2.158999999999999,1.5380000000000038,13.0,3.755999999999986,2.8969999999999914,63.58299999999999,11.0,2.4299999999999855,1.3589999999999876,11.0,4.282999999999987,3.298999999999978,30.849999999999994,9.0,0.9409999999999883,0.4019999999999868,12.0,4.834000000000003,4.834000000000003,39.815000000000026,13.0,1.6830000000000211,1.535000000000025,12.0,6.407999999999987,6.407999999999987,32.466999999999985,24.0,1.6599999999999682,1.5739999999999839,66.695,55.096000000000004,18.52638888888889,0.43916666666667226,6.0,25.0,1993-08-08T00:00:00,ME,PIERRON,Baptiste,1197084694808622,FRA,,PIERRON Baptiste,False,0,44,PIERRON B,41,51600000,FRA19930808,12,10008586504,VVR,2096,VOULVOUL RACING,44,24
12,21,1021,BRAYTON Adam,44,62.952,141.306,180.686,235.355,270.607,21,125,Finished,10005386110,,60.0,13.0,55.862,120.418,151.717,192.392,223.199,16.0,51.0,Finished,60.0,-47.408000000000015,12.0,2.7759999999999962,1.418999999999997,19.0,7.510000000000019,6.110000000000014,78.35400000000001,26.0,4.734000000000023,4.691000000000017,21.0,10.143,9.931000000000012,39.379999999999995,35.0,3.820999999999998,3.820999999999998,47.0,21.758999999999986,21.758999999999986,54.66899999999998,108.0,11.827999999999975,11.827999999999975,44.0,23.357000000000028,23.357000000000028,35.25200000000004,12.0,1.5980000000000416,1.5980000000000416,11.0,1.5399999999999991,0.919000000000004,17.0,4.109999999999999,3.2510000000000048,64.55600000000001,20.0,3.403000000000006,2.332000000000008,15.0,5.086000000000013,4.102000000000004,31.299000000000007,14.0,1.3900000000000006,0.8509999999999991,13.0,6.496999999999986,6.496999999999986,40.67499999999998,24.0,2.542999999999978,2.394999999999982,13.0,6.411000000000001,6.411000000000001,30.807000000000016,1.0,0.0,-0.08599999999998431,68.27600000000001,55.696000000000005,18.96555555555556,0.0,1.0,19.0,1988-10-19T00:00:00,ME,BRAYTON,Adam,1197084694808602,GBR,,BRAYTON Adam,False,0,21,BRAYTON A,21,51000000,GBR19881019,20,10005386110,HTH,3167,HOPE TECHNOLOGY,21,29
13,6,1006,BLENKINSOP Samuel,23,65.102,144.359,183.289,230.509,265.659,6,140,Finished,10004485929,,55.0,14.0,56.753,120.739,152.382,192.466,223.758,58.0,9.0,Finished,55.0,-41.90099999999998,57.0,4.926000000000002,3.5690000000000026,37.0,10.563000000000017,9.163000000000011,79.257,35.0,5.637000000000015,5.594000000000008,31.0,12.745999999999981,12.533999999999992,38.92999999999998,27.0,3.370999999999981,3.370999999999981,25.0,16.912999999999982,16.912999999999982,47.22,35.0,4.378999999999991,4.378999999999991,23.0,18.408999999999992,18.408999999999992,35.150000000000006,11.0,1.4960000000000093,1.4960000000000093,23.0,2.4309999999999974,1.8100000000000023,18.0,4.430999999999997,3.5720000000000027,63.986000000000004,14.0,2.8329999999999984,1.7620000000000005,17.0,5.751000000000005,4.766999999999996,31.643,23.0,1.7339999999999947,1.1949999999999932,14.0,6.570999999999998,6.570999999999998,40.084,15.0,1.9519999999999982,1.804000000000002,14.0,6.969999999999999,6.969999999999999,31.292,6.0,0.4849999999999852,0.3990000000000009,65.428,55.482,18.174444444444443,0.7911111111111175,8.0,20.0,1988-10-28T00:00:00,ME,BLENKINSOP,Samuel,1197084694808587,NZL,CCh,BLENKINSOP Samuel,False,0,6,BLENKINSOP S,6,50550000,NZL19881028,6,10004485929,NFR,2013,NORCO FACTORY RACING,6,29
14,86,1086,ATWILL Philip,14,62.966,140.023,179.043,225.431,260.944,74,72,Finished,10008059064,11.0,50.0,15.0,56.932,121.558,153.877,193.379,225.358,41.0,26.0,Finished,61.0,-35.58600000000001,13.0,2.789999999999999,1.4329999999999998,9.0,6.227000000000004,4.826999999999998,77.05699999999999,13.0,3.4369999999999976,3.3939999999999912,15.0,8.5,8.288000000000011,39.02000000000001,29.0,3.4610000000000127,3.4610000000000127,15.0,11.835000000000008,11.835000000000008,46.388000000000005,23.0,3.546999999999997,3.546999999999997,14.0,13.694000000000017,13.694000000000017,35.513000000000005,21.0,1.8590000000000089,1.8590000000000089,26.0,2.6099999999999994,1.9890000000000043,23.0,5.25,4.391000000000005,64.626,21.0,3.472999999999999,2.402000000000001,23.0,7.246000000000009,6.2620000000000005,32.319,31.0,2.4099999999999966,1.8709999999999951,16.0,7.4839999999999804,7.4839999999999804,39.50199999999998,8.0,1.3699999999999761,1.22199999999998,15.0,8.569999999999993,8.569999999999993,31.979000000000013,16.0,1.171999999999997,1.0860000000000127,62.361999999999995,55.327,17.322777777777777,1.642777777777784,29.0,22.0,1995-01-11T00:00:00,ME,ATWILL,Philip,1197084694808655,GBR,,ATWILL Philip,False,0,86,ATWILL P,74,52590000,GBR19950111,101,10008059064,PDS,1527,PROPAIN DIRT SIXPACK,68,23
15,14,1014,GUTIERREZ VILLEGAS Marcelo,16,63.657,141.437,179.684,226.333,262.566,14,132,Finished,10005855649,9.0,45.0,16.0,56.463,121.484,153.002,193.473,225.968,59.0,8.0,Finished,54.0,-36.597999999999985,27.0,3.4809999999999945,2.1239999999999952,21.0,7.6410000000000196,6.241000000000014,77.78000000000002,20.0,4.160000000000025,4.117000000000019,17.0,9.140999999999991,8.929000000000002,38.246999999999986,15.0,2.687999999999988,2.687999999999988,17.0,12.736999999999995,12.736999999999995,46.649,26.0,3.8079999999999927,3.8079999999999927,16.0,15.315999999999974,15.315999999999974,36.232999999999976,52.0,2.5789999999999793,2.5789999999999793,19.0,2.1409999999999982,1.5200000000000031,21.0,5.175999999999988,4.316999999999993,65.02099999999999,25.0,3.867999999999981,2.796999999999983,19.0,6.371000000000009,5.3870000000000005,31.518000000000015,22.0,1.6090000000000089,1.0700000000000074,17.0,7.578000000000003,7.578000000000003,40.471000000000004,22.0,2.3389999999999986,2.1910000000000025,16.0,9.179999999999978,9.179999999999978,32.494999999999976,26.0,1.6879999999999598,1.6019999999999754,62.957,53.858999999999995,17.488055555555558,1.4775000000000027,24.0,43.0,1990-05-09T00:00:00,ME,GUTIERREZ VILLEGAS,Marcelo,1197084694808595,COL,NCh,GUTIERREZ VILLEGAS Marcelo,False,0,14,GUTIERREZ VI,14,50790000,COL19900509,16,10005855649,GFT,1329,GIANT FACTORY OFF-ROAD TEAM,14,28
16,40,1040,KERR Bernard,27,65.237,146.81,184.686,230.894,267.103,37,109,Finished,10006413094,,44.0,17.0,56.959,121.921,153.427,193.774,225.971,32.0,35.0,Finished,44.0,-41.132000000000005,60.0,5.060999999999993,3.7039999999999935,52.0,13.01400000000001,11.614000000000004,81.57300000000001,54.0,7.953000000000017,7.910000000000011,36.0,14.143,13.931000000000012,37.876000000000005,11.0,2.3170000000000073,2.3170000000000073,28.0,17.298000000000002,17.298000000000002,46.208,21.0,3.3669999999999902,3.3669999999999902,27.0,19.85300000000001,19.85300000000001,36.209,50.0,2.555000000000007,2.555000000000007,28.0,2.6370000000000005,2.0160000000000053,25.0,5.6129999999999995,4.754000000000005,64.962,23.0,3.8089999999999975,2.7379999999999995,20.0,6.795999999999992,5.811999999999983,31.505999999999986,19.0,1.59699999999998,1.0579999999999785,19.0,7.878999999999991,7.878999999999991,40.34700000000001,19.0,2.2150000000000034,2.0670000000000073,17.0,9.182999999999993,9.182999999999993,32.197,19.0,1.3899999999999864,1.304000000000002,60.97,51.86600000000001,16.93611111111111,2.029444444444451,38.0,65.0,1991-02-16T00:00:00,ME,KERR,Bernard,1197084694808618,GBR,,KERR Bernard,False,0,40,KERR B,37,51480000,GBR19910216,162,10006413094,PFR,1864,PIVOT FACTORY RACING,40,27
17,20,1020,MULALLY Neko,36,63.095,140.965,182.435,230.963,268.598,20,126,Finished,10007287613,,43.0,18.0,55.377,119.284,151.474,193.348,226.186,24.0,43.0,Finished,43.0,-42.412000000000006,14.0,2.918999999999997,1.5619999999999976,17.0,7.169000000000011,5.7690000000000055,77.87,21.0,4.250000000000014,4.207000000000008,27.0,11.891999999999996,11.680000000000007,41.47,63.0,5.911000000000001,5.911000000000001,29.0,17.36699999999999,17.36699999999999,48.52799999999999,55.0,5.686999999999983,5.686999999999983,36.0,21.348000000000013,21.348000000000013,37.63500000000002,94.0,3.981000000000023,3.981000000000023,7.0,1.0549999999999997,0.4340000000000046,9.0,2.975999999999999,2.1170000000000044,63.907000000000004,13.0,2.753999999999998,1.6829999999999998,14.0,4.842999999999989,3.8589999999999804,32.18999999999998,27.0,2.2809999999999775,1.741999999999976,15.0,7.453000000000003,7.453000000000003,41.874000000000024,36.0,3.7420000000000186,3.5940000000000225,18.0,9.397999999999996,9.397999999999996,32.837999999999994,35.0,2.0309999999999775,1.9449999999999932,58.428999999999995,48.044,16.230277777777776,2.7352777777777852,48.0,86.0,1993-02-19T00:00:00,ME,MULALLY,Neko,1197084694808601,USA,,MULALLY Neko,False,0,20,MULALLY N,20,50970000,USA19930219,64,10007287613,YTM,1531,THE YT MOB,20,25
18,11,1011,FEARON Connor,13,63.262,141.441,179.031,224.997,260.722,11,135,Finished,10007656314,12.0,42.0,19.0,55.828,121.438,154.027,194.244,226.227,61.0,6.0,Finished,54.0,-34.494999999999976,17.0,3.0859999999999985,1.7289999999999992,22.0,7.64500000000001,6.2450000000000045,78.179,25.0,4.559000000000012,4.516000000000005,14.0,8.488,8.27600000000001,37.59,9.0,2.031000000000006,2.031000000000006,13.0,11.40100000000001,11.40100000000001,45.96600000000001,18.0,3.125,3.125,13.0,13.47199999999998,13.47199999999998,35.724999999999966,26.0,2.0709999999999695,2.0709999999999695,10.0,1.5060000000000002,0.8850000000000051,19.0,5.1299999999999955,4.271000000000001,65.61,31.0,4.456999999999994,3.3859999999999957,25.0,7.395999999999987,6.411999999999978,32.588999999999984,38.0,2.6799999999999784,2.140999999999977,23.0,8.34899999999999,8.34899999999999,40.21700000000001,17.0,2.085000000000008,1.9370000000000118,19.0,9.438999999999993,9.438999999999993,31.983000000000004,17.0,1.1759999999999877,1.0900000000000034,65.105,55.931999999999995,18.084722222222226,0.8808333333333351,9.0,16.0,1994-01-19T00:00:00,ME,FEARON,Connor,1197084694808592,AUS,,FEARON Connor,False,0,11,FEARON C,11,50700000,AUS19940119,30,10007656314,KON,1012,KONA FACTORY TEAM,11,24
19,17,1017,HARRISON Charlie,97,83.289,172.007,210.832,256.985,292.038,17,129,Finished,10009645925,,41.0,20.0,56.522,122.636,153.647,194.637,226.304,53.0,14.0,Finished,41.0,-65.73400000000001,124.0,23.113,21.756,110.0,38.21100000000001,36.81100000000001,88.718,92.0,15.098000000000013,15.055000000000007,106.0,40.28899999999999,40.077,38.82499999999999,26.0,3.265999999999991,3.265999999999991,100.0,43.38900000000001,43.38900000000001,46.15300000000002,19.0,3.312000000000012,3.312000000000012,97.0,44.78800000000001,44.78800000000001,35.053,10.0,1.399000000000001,1.399000000000001,22.0,2.1999999999999957,1.5790000000000006,29.0,6.327999999999989,5.468999999999994,66.114,36.0,4.9609999999999985,3.8900000000000006,22.0,7.015999999999991,6.031999999999982,31.010999999999996,10.0,1.1019999999999897,0.5629999999999882,25.0,8.74199999999999,8.74199999999999,40.99000000000001,25.0,2.858000000000004,2.710000000000008,20.0,9.515999999999991,9.515999999999991,31.667,11.0,0.8599999999999852,0.7740000000000009,63.25899999999999,54.135,17.571944444444444,1.3936111111111167,20.0,40.0,1997-10-18T00:00:00,ME,HARRISON,Charlie,1197084694808598,USA,,HARRISON Charlie,False,0,17,HARRISON C,17,50880000,USA19971018,18,10009645925,IFR,2029,INTENSE FACTORY RACING,17,20
20,12,1012,LUCAS Dean,114,68.486,177.179,223.356,295.853,335.093,12,134,Finished,10008103322,,40.0,21.0,56.16,120.215,151.98,193.791,226.352,52.0,15.0,Finished,40.0,-108.74100000000001,95.0,8.310000000000002,6.953000000000003,115.0,43.38300000000001,41.983000000000004,108.693,116.0,35.07300000000001,35.03,109.0,52.81299999999999,52.601,46.17699999999999,101.0,10.617999999999995,10.617999999999995,113.0,82.257,82.257,72.49700000000001,119.0,29.656000000000006,29.656000000000006,114.0,87.84300000000002,87.84300000000002,39.24000000000001,107.0,5.586000000000013,5.586000000000013,18.0,1.8379999999999939,1.2169999999999987,16.0,3.9069999999999965,3.048000000000002,64.055,16.0,2.902000000000001,1.831000000000003,16.0,5.3489999999999895,4.364999999999981,31.764999999999986,25.0,1.8559999999999803,1.3169999999999789,20.0,7.895999999999987,7.895999999999987,41.81100000000001,34.0,3.679000000000002,3.531000000000006,21.0,9.563999999999993,9.563999999999993,32.56100000000001,31.0,1.7539999999999907,1.6680000000000064,60.9,50.494,16.916666666666668,2.048888888888893,39.0,78.0,1995-05-02T00:00:00,ME,LUCAS,Dean,1197084694808593,AUS,,LUCAS Dean,False,0,12,LUCAS D,12,50730000,AUS19950502,11,10008103322,IFR,2029,INTENSE FACTORY RACING,12,23
21,128,1128,FRIXTALON Hugo,3,63.873,139.02,175.673,220.846,255.582,111,35,Finished,10016018118,30.0,39.0,22.0,56.786,122.373,154.348,194.737,226.587,47.0,20.0,Finished,69.0,-28.995000000000005,31.0,3.6969999999999956,2.3399999999999963,6.0,5.224000000000018,3.8240000000000123,75.14700000000002,3.0,1.5270000000000294,1.484000000000023,3.0,5.1299999999999955,4.918000000000006,36.65299999999999,2.0,1.093999999999994,1.093999999999994,3.0,7.25,7.25,45.173,11.0,2.3319999999999936,2.3319999999999936,3.0,8.331999999999994,8.331999999999994,34.73599999999999,6.0,1.0819999999999936,1.0819999999999936,24.0,2.4639999999999986,1.8430000000000035,27.0,6.064999999999998,5.206000000000003,65.587,30.0,4.4339999999999975,3.3629999999999995,28.0,7.717000000000013,6.733000000000004,31.97500000000001,26.0,2.0660000000000025,1.527000000000001,26.0,8.841999999999985,8.841999999999985,40.38899999999998,20.0,2.2569999999999766,2.1089999999999804,22.0,9.798999999999978,9.798999999999978,31.849999999999994,14.0,1.042999999999978,0.9569999999999936,65.726,56.632,18.25722222222222,0.7083333333333393,7.0,13.0,1999-07-11T00:00:00,ME,FRIXTALON,Hugo,1197084694808692,FRA,,FRIXTALON Hugo,False,0,128,FRIXTALON H,111,53700000,FRA19990711,342,10016018118,,0,,0,19
22,28,1028,FIGARET Faustin,54,65.231,144.315,188.098,235.653,273.518,27,119,Finished,10007327221,,38.0,23.0,56.82,121.696,154.007,194.127,227.02,7.0,60.0,Finished,38.0,-46.49799999999996,59.0,5.054999999999993,3.6979999999999933,35.0,10.519000000000005,9.119,79.084,33.0,5.464000000000013,5.4210000000000065,53.0,17.555000000000007,17.343000000000018,43.783000000000015,86.0,8.224000000000018,8.224000000000018,50.0,22.056999999999988,22.056999999999988,47.55499999999998,41.0,4.71399999999997,4.71399999999997,54.0,26.267999999999972,26.267999999999972,37.86499999999998,96.0,4.210999999999984,4.210999999999984,25.0,2.4979999999999976,1.8770000000000024,24.0,5.387999999999991,4.528999999999996,64.876,22.0,3.722999999999999,2.652000000000001,24.0,7.376000000000005,6.391999999999996,32.31100000000001,30.0,2.402000000000001,1.8629999999999995,22.0,8.232,8.232,40.120000000000005,16.0,1.9879999999999995,1.8400000000000034,23.0,10.232,10.232,32.893,36.0,2.0859999999999843,2.0,60.527,42.915,16.813055555555557,2.1525000000000034,42.0,92.0,1993-11-07T00:00:00,ME,FIGARET,Faustin,1197084694808608,FRA,,FIGARET Faustin,False,0,28,FIGARET F,27,51180000,FRA19931107,57,10007327221,RFD,1170,RADON FACTORY DH RACING,28,24
23,64,1064,BARTH Joshua,6,64.304,140.549,177.425,222.539,257.939,56,90,Finished,10008835569,20.0,37.0,24.0,57.641,123.068,154.574,194.878,227.095,46.0,21.0,Finished,57.0,-30.844000000000023,38.0,4.128,2.771000000000001,14.0,6.753000000000014,5.353000000000009,76.245,5.0,2.625000000000014,2.582000000000008,6.0,6.882000000000005,6.670000000000016,36.876000000000005,4.0,1.3170000000000073,1.3170000000000073,6.0,8.942999999999984,8.942999999999984,45.113999999999976,10.0,2.2729999999999677,2.2729999999999677,6.0,10.689000000000021,10.689000000000021,35.400000000000034,18.0,1.7460000000000377,1.7460000000000377,35.0,3.3189999999999955,2.6980000000000004,33.0,6.759999999999991,5.900999999999996,65.42699999999999,29.0,4.273999999999987,3.2029999999999887,29.0,7.943000000000012,6.959000000000003,31.506000000000014,20.0,1.5970000000000084,1.058000000000007,28.0,8.982999999999976,8.982999999999976,40.303999999999974,18.0,2.1719999999999686,2.0239999999999725,24.0,10.306999999999988,10.306999999999988,32.21700000000001,20.0,1.4099999999999966,1.3240000000000123,64.971,55.327,18.047500000000003,0.9180555555555578,10.0,22.0,1995-06-16T00:00:00,ME,BARTH,Joshua,1197084694808637,GER,,BARTH Joshua,False,0,64,BARTH J,56,52050000,GER19950616,41,10008835569,,0,,67,23
24,116,1116,FITZGERALD Henry,20,69.396,147.168,185.544,230.381,264.75,100,46,Finished,10009831033,5.0,36.0,25.0,57.677,123.873,155.2,195.664,227.193,37.0,30.0,Finished,41.0,-37.55699999999999,102.0,9.219999999999999,7.8629999999999995,54.0,13.372000000000014,11.972000000000008,77.772,19.0,4.152000000000015,4.109000000000009,44.0,15.001000000000005,14.789000000000016,38.376000000000005,19.0,2.8170000000000073,2.8170000000000073,23.0,16.784999999999997,16.784999999999997,44.83699999999999,4.0,1.995999999999981,1.995999999999981,20.0,17.5,17.5,34.369,4.0,0.7150000000000034,0.7150000000000034,38.0,3.354999999999997,2.7340000000000018,35.0,7.564999999999998,6.706000000000003,66.196,37.0,5.042999999999992,3.971999999999994,34.0,8.568999999999988,7.5849999999999795,31.326999999999984,16.0,1.417999999999978,0.8789999999999765,30.0,9.768999999999977,9.768999999999977,40.464,21.0,2.3319999999999936,2.1839999999999975,25.0,10.405000000000001,10.405000000000001,31.529000000000025,9.0,0.7220000000000084,0.6360000000000241,63.25899999999999,52.994,17.571944444444444,1.3936111111111167,20.0,51.0,1998-08-13T00:00:00,ME,FITZGERALD,Henry,1197084694808681,CAN,,FITZGERALD Henry,False,0,116,FITZGERALD H,100,53370000,CAN19980813,225,10009831033,NFR,2013,NORCO FACTORY RACING,65,19
25,19,1019,ATHERTON Gee,30,64.512,143.874,182.98,231.731,267.639,19,127,Finished,10003434386,,35.0,26.0,57.669,122.647,154.157,194.8,227.244,30.0,37.0,Finished,35.0,-40.39500000000001,47.0,4.3359999999999985,2.978999999999999,33.0,10.078000000000003,8.677999999999997,79.362,37.0,5.742000000000004,5.698999999999998,30.0,12.436999999999983,12.224999999999994,39.105999999999995,31.0,3.546999999999997,3.546999999999997,31.0,18.13499999999999,18.13499999999999,48.751000000000005,60.0,5.909999999999997,5.909999999999997,30.0,20.38900000000001,20.38900000000001,35.908000000000015,34.0,2.254000000000019,2.254000000000019,37.0,3.346999999999994,2.725999999999999,30.0,6.338999999999999,5.480000000000004,64.97800000000001,24.0,3.825000000000003,2.754000000000005,26.0,7.5260000000000105,6.542000000000002,31.510000000000005,21.0,1.600999999999999,1.0619999999999976,27.0,8.905000000000001,8.905000000000001,40.643,23.0,2.5109999999999957,2.3629999999999995,26.0,10.455999999999989,10.455999999999989,32.44399999999999,23.0,1.636999999999972,1.5509999999999877,63.25899999999999,54.433,17.571944444444444,1.3936111111111167,20.0,38.0,1985-02-26T00:00:00,ME,ATHERTON,Gee,1197084694808600,GBR,,ATHERTON Gee,False,0,19,ATHERTON G,19,50940000,GBR19850226,24,10003434386,TDH,1598,TREK FACTORY RACING DH,19,33
26,15,1015,THIRION Remi,28,67.898,145.127,183.581,230.887,267.217,15,131,Finished,10005415715,,34.0,27.0,57.841,122.143,152.977,194.125,227.506,56.0,11.0,Finished,34.0,-39.710999999999984,90.0,7.721999999999994,6.364999999999995,45.0,11.331000000000017,9.931000000000012,77.22900000000001,16.0,3.609000000000023,3.5660000000000167,32.0,13.037999999999982,12.825999999999993,38.45399999999998,20.0,2.894999999999982,2.894999999999982,27.0,17.290999999999997,17.290999999999997,47.30600000000001,37.0,4.465000000000003,4.465000000000003,28.0,19.966999999999985,19.966999999999985,36.329999999999984,57.0,2.6759999999999877,2.6759999999999877,40.0,3.5189999999999984,2.8980000000000032,26.0,5.834999999999994,4.975999999999999,64.30199999999999,17.0,3.1489999999999867,2.0779999999999887,18.0,6.346000000000004,5.361999999999995,30.834000000000003,8.0,0.9249999999999972,0.3859999999999957,21.0,8.22999999999999,8.22999999999999,41.147999999999996,28.0,3.015999999999991,2.867999999999995,27.0,10.71799999999999,10.71799999999999,33.381,44.0,2.573999999999984,2.4879999999999995,55.248999999999995,50.753,15.346944444444444,3.6186111111111163,50.0,76.0,1990-04-23T00:00:00,ME,THIRION,Remi,1197084694808596,FRA,,THIRION Remi,False,0,15,THIRION R,15,50820000,FRA19900423,52,10005415715,CVN,1590,COMMENCAL / VALLNORD,15,28
27,13,1013,BRUNI Loic,15,64.361,142.375,179.747,226.107,261.609,13,133,Finished,10007544358,10.0,33.0,28.0,54.654,116.87,147.283,193.578,227.729,60.0,7.0,Finished,43.0,-33.87999999999997,41.0,4.185000000000002,2.828000000000003,26.0,8.579000000000008,7.179000000000002,78.014,24.0,4.3940000000000055,4.350999999999999,18.0,9.204000000000008,8.992000000000019,37.372000000000014,6.0,1.8130000000000166,1.8130000000000166,16.0,12.510999999999996,12.510999999999996,46.359999999999985,22.0,3.518999999999977,3.518999999999977,15.0,14.35899999999998,14.35899999999998,35.50199999999998,20.0,1.8479999999999848,1.8479999999999848,4.0,0.33200000000000074,-0.2889999999999944,3.0,0.5619999999999976,-0.29699999999999704,62.216,3.0,1.0629999999999953,-0.008000000000002672,3.0,0.6519999999999868,-0.33200000000002206,30.412999999999982,5.0,0.5039999999999765,-0.03500000000002501,18.0,7.682999999999993,7.682999999999993,46.295000000000016,57.0,8.163000000000011,8.015000000000015,28.0,10.941000000000003,10.941000000000003,34.15100000000001,56.0,3.343999999999994,3.2580000000000098,61.06399999999999,54.56399999999999,16.96222222222222,2.003333333333341,37.0,36.0,1994-05-13T00:00:00,ME,BRUNI,Loic,1197084694808594,FRA,WCh,BRUNI Loic,False,0,13,BRUNI L,13,50760000,FRA19940513,4,10007544358,SGR,1667,SPECIALIZED GRAVITY,13,24
28,24,1024,SMITH Joseph,31,64.314,142.285,181.887,230.736,267.66,24,122,Finished,10005852518,,32.0,29.0,55.734,120.169,153.433,194.479,227.735,29.0,38.0,Finished,32.0,-39.92500000000001,39.0,4.137999999999991,2.7809999999999917,25.0,8.489000000000004,7.088999999999999,77.971,23.0,4.351000000000013,4.308000000000007,26.0,11.343999999999994,11.132000000000005,39.602000000000004,38.0,4.043000000000006,4.043000000000006,26.0,17.139999999999986,17.139999999999986,48.84899999999999,62.0,6.007999999999981,6.007999999999981,31.0,20.410000000000025,20.410000000000025,36.924000000000035,74.0,3.2700000000000387,3.2700000000000387,8.0,1.411999999999999,0.7910000000000039,15.0,3.86099999999999,3.0019999999999953,64.435,19.0,3.2819999999999965,2.2109999999999985,21.0,6.8019999999999925,5.817999999999984,33.263999999999996,48.0,3.3549999999999898,2.8159999999999883,24.0,8.584000000000003,8.584000000000003,41.04600000000002,26.0,2.9140000000000157,2.7660000000000196,29.0,10.947000000000003,10.947000000000003,33.256,42.0,2.448999999999984,2.3629999999999995,63.056999999999995,52.053999999999995,17.515833333333333,1.4497222222222277,22.0,62.0,1990-07-04T00:00:00,ME,SMITH,Joseph,1197084694808605,GBR,,SMITH Joseph,False,0,24,SMITH J,24,51090000,GBR19900704,46,10005852518,NFR,2013,NORCO FACTORY RACING,24,28
