,bib,id,name,q_rank,q_split1,q_split2,q_split3,q_split4,q_split5,q_start,q_start_rev,q_status,uci,q_points,r_points,rank,split1,split2,split3,split4,split5,start,start_rev,status,points,qr_diff,q_split1_rank,q_split1_vs_best,q_split1_vs_winner,q_split2_rank,q_split2_vs_best,q_split2_vs_winner,q_split2_sector,q_split2_sector_rank,q_split2_sector_vs_best,q_split2_sector_vs_winner,q_split3_rank,q_split3_vs_best,q_split3_vs_winner,q_split3_sector,q_split3_sector_rank,q_split3_sector_vs_best,q_split3_sector_vs_winner,q_split4_rank,q_split4_vs_best,q_split4_vs_winner,q_split4_sector,q_split4_sector_rank,q_split4_sector_vs_best,q_split4_sector_vs_winner,q_split5_rank,q_split5_vs_best,q_split5_vs_winner,q_split5_sector,q_split5_sector_rank,q_split5_sector_vs_best,q_split5_sector_vs_winner,split1_rank,split1_vs_best,split1_vs_winner,split2_rank,split2_vs_best,split2_vs_winner,split2_sector,split2_sector_rank,split2_sector_vs_best,split2_sector_vs_winner,split3_rank,split3_vs_best,split3_vs_winner,split3_sector,split3_sector_rank,split3_sector_vs_best,split3_sector_vs_winner,split4_rank,split4_vs_best,split4_vs_winner,split4_sector,split4_sector_rank,split4_sector_vs_best,split4_sector_vs_winner,split5_rank,split5_vs_best,split5_vs_winner,split5_sector,split5_sector_rank,split5_sector_vs_best,split5_sector_vs_winner,speed_x,speed_y,speed,q_speed,speed_ms,speed_ms_vs_best,speed_rank,q_speed_rank,BirthDate,CategoryCode,FamilyName,GivenName,Id,Nation,Outfit,PrintName,Protected,RaceId,RaceNr,ScoreboardName,StartOrder,StartTime,UciCode,UciRank,UciRiderId,UciTeamCode,UciTeamId,UciTeamName,WorldCupRank,Age
10,29,2029,MARCELLINI Alia,15,79.191,208.924,263.159,327.387,370.436,24,12,Finished,10006825649,,45.0,11.0,70.626,154.115,199.102,253.683,292.962,1.0,15.0,Finished,45.0,-77.47399999999999,14.0,8.563000000000002,7.748000000000005,22.0,47.95500000000001,47.95500000000001,129.733,22.0,40.20700000000001,40.20700000000001,15.0,51.748999999999995,41.97399999999999,54.234999999999985,7.0,6.25,-5.981000000000023,15.0,59.16399999999999,48.44799999999998,64.22800000000001,11.0,7.414999999999992,6.4739999999999895,15.0,62.91399999999999,53.15499999999997,43.04899999999998,11.0,4.706999999999994,4.706999999999994,12.0,8.169000000000004,7.140000000000008,12.0,14.731000000000023,13.550000000000011,83.489,12.0,6.641000000000005,6.409999999999997,11.0,18.852000000000004,16.753000000000014,44.986999999999995,11.0,5.5120000000000005,3.203000000000003,11.0,24.008999999999986,22.441000000000003,54.58099999999999,11.0,6.038999999999987,5.687999999999988,11.0,26.53800000000001,26.53800000000001,39.278999999999996,13.0,4.448999999999984,4.097000000000008,57.684,49.162,57.684,49.162,16.023333333333333,1.7761111111111134,11.0,18.0,1991-07-11T00:00:00,WE,MARCELLINI,Alia,1197084694808816,ITA,,MARCELLINI Alia,False,0,29,MARCELLINI A,24,49290000,ITA19910711,57,10006825649,GIT,1941,GRAVITALIA SQUADRA CORSE,0,27
11,40,2040,WEATHERLY Kate,12,80.122,183.511,256.825,322.294,365.953,34,2,Finished,10073484352,,35.0,12.0,72.962,159.936,203.849,258.918,296.935,4.0,12.0,Finished,35.0,-69.01799999999997,17.0,9.494,8.679000000000002,9.0,22.542,22.542,103.389,9.0,13.863,13.863,13.0,45.41499999999999,35.639999999999986,73.314,21.0,25.329000000000008,13.097999999999985,12.0,54.07099999999997,43.35499999999996,65.469,13.0,8.655999999999977,7.714999999999975,12.0,58.43099999999998,48.67199999999997,43.65899999999999,15.0,5.317000000000007,5.317000000000007,14.0,10.505000000000003,9.476000000000006,14.0,20.55200000000002,19.37100000000001,86.974,14.0,10.126000000000005,9.894999999999996,13.0,23.59899999999999,21.5,43.91299999999998,10.0,4.437999999999988,2.1289999999999907,13.0,29.244,27.676000000000016,55.06900000000002,12.0,6.527000000000015,6.176000000000016,12.0,30.511000000000024,30.511000000000024,38.016999999999996,10.0,3.1869999999999834,2.835000000000008,53.568000000000005,48.678999999999995,53.568000000000005,48.678999999999995,14.880000000000003,2.9194444444444443,15.0,20.0,1997-05-02T00:00:00,WE,WEATHERLY,Kate,1197084694808826,NZL,NCh,WEATHERLY Kate,False,0,40,WEATHERLY K,34,49590000,NZL19970502,245,10073484352,,0,,0,21
12,8,2008,CURD Katy,7,78.592,176.384,227.713,293.089,339.138,8,28,Finished,10006044292,14.0,25.0,13.0,70.374,153.625,200.366,257.978,299.116,9.0,7.0,Finished,39.0,-40.02199999999999,13.0,7.963999999999999,7.149000000000001,7.0,15.414999999999992,15.414999999999992,97.79199999999999,7.0,8.265999999999991,8.265999999999991,6.0,16.302999999999997,6.527999999999992,51.32900000000001,5.0,3.3440000000000225,-8.887,7.0,24.865999999999985,14.149999999999977,65.376,12.0,8.562999999999988,7.621999999999986,7.0,31.615999999999985,21.85699999999997,46.04899999999998,22.0,7.706999999999994,7.706999999999994,11.0,7.9169999999999945,6.887999999999998,11.0,14.241000000000014,13.060000000000002,83.251,11.0,6.403000000000006,6.171999999999997,12.0,20.116000000000014,18.017000000000024,46.741000000000014,14.0,7.2660000000000196,4.957000000000022,12.0,28.304000000000002,26.73600000000002,57.611999999999995,14.0,9.069999999999993,8.718999999999994,13.0,32.69200000000001,32.69200000000001,41.13799999999998,15.0,6.307999999999964,5.955999999999989,54.135,47.425,54.135,47.425,15.0375,2.761944444444447,14.0,23.0,1989-04-27T00:00:00,WE,CURD,Katy,1197084694808800,GBR,,CURD Katy,False,0,8,CURD K,8,48810000,GBR19890427,21,10006044292,,0,,8,29
13,25,2025,HUBSCHER Janine,14,79.367,180.627,244.108,323.773,366.939,22,14,Finished,10059628813,,15.0,14.0,71.87,158.348,204.007,261.599,300.128,2.0,14.0,Finished,15.0,-66.81100000000004,15.0,8.739000000000004,7.924000000000007,8.0,19.658000000000015,19.658000000000015,101.26,8.0,11.734000000000009,11.734000000000009,9.0,32.69800000000001,22.923000000000002,63.480999999999995,16.0,15.49600000000001,3.2649999999999864,13.0,55.55000000000001,44.834,79.66500000000002,27.0,22.852000000000004,21.911,14.0,59.41700000000003,49.658000000000015,43.166,12.0,4.824000000000012,4.824000000000012,13.0,9.413000000000004,8.384000000000007,13.0,18.964000000000027,17.783000000000015,86.47800000000001,13.0,9.63000000000001,9.399000000000001,14.0,23.757000000000005,21.658000000000015,45.65899999999999,12.0,6.1839999999999975,3.875,14.0,31.924999999999983,30.357,57.591999999999985,13.0,9.049999999999983,8.698999999999984,14.0,33.70400000000001,33.70400000000001,38.528999999999996,12.0,3.698999999999984,3.3470000000000084,57.6,49.438,57.6,49.438,16.0,1.7994444444444468,12.0,17.0,1996-11-15T00:00:00,WE,HUBSCHER,Janine,1197084694808814,SUI,,HUBSCHER Janine,False,0,25,HUBSCHER J,22,49230000,SUI19961115,35,10059628813,,0,,0,21
14,20,2020,NOGUEIRA Camila,11,86.683,200.283,255.222,319.312,363.713,18,18,Finished,10008589635,,5.0,15.0,74.26,162.725,209.63,267.43,307.85,5.0,11.0,Finished,5.0,-55.863,24.0,16.055000000000007,15.240000000000009,18.0,39.31399999999999,39.31399999999999,113.59999999999998,16.0,24.073999999999984,24.073999999999984,12.0,43.81200000000001,34.037000000000006,54.93900000000002,8.0,6.954000000000036,-5.276999999999987,11.0,51.089,40.37299999999999,64.09,9.0,7.276999999999987,6.335999999999984,11.0,56.19100000000003,46.432000000000016,44.40100000000001,18.0,6.059000000000026,6.059000000000026,15.0,11.803000000000004,10.774000000000008,15.0,23.341000000000008,22.159999999999997,88.46499999999999,15.0,11.61699999999999,11.385999999999981,15.0,29.379999999999995,27.281000000000006,46.905,15.0,7.430000000000007,5.121000000000009,15.0,37.756,36.18800000000002,57.80000000000001,15.0,9.25800000000001,8.90700000000001,15.0,41.426000000000045,41.426000000000045,40.420000000000016,14.0,5.590000000000003,5.238000000000028,55.248999999999995,50.19,55.248999999999995,50.19,15.346944444444444,2.4525000000000023,13.0,14.0,1993-09-29T00:00:00,WE,NOGUEIRA,Camila,1197084694808810,ARG,,NOGUEIRA Camila,False,0,20,NOGUEIRA C,18,49110000,ARG19930929,25,10008589635,,0,,0,24
15,12,2012,A'HERN Sian,16,79.792,214.591,274.686,344.788,385.411,11,25,Finished,10010802043,,,,,,,,,,,,0.0,,16.0,9.164000000000001,8.349000000000004,23.0,53.622000000000014,53.622000000000014,134.799,24.0,45.27300000000001,45.27300000000001,17.0,63.27599999999998,53.500999999999976,60.09499999999997,14.0,12.109999999999985,-0.12100000000003774,16.0,76.565,65.84899999999999,70.10200000000003,18.0,13.289000000000016,12.348000000000013,16.0,77.88900000000001,68.13,40.62299999999999,6.0,2.281000000000006,2.281000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.43,,50.43,,,,13.0,1998-08-02T00:00:00,WE,A'HERN,Sian,1197084694808803,AUS,,A'HERN Sian,False,0,12,A'HERN S,11,48900000,AUS19980802,16,10010802043,,0,,12,19
16,26,2026,FARIAS MARTINEZ Andrea Francisca,17,84.061,195.462,265.745,344.878,391.318,23,13,Finished,10053571565,,,,,,,,,,,,0.0,,19.0,13.433000000000007,12.61800000000001,15.0,34.492999999999995,34.492999999999995,111.40099999999998,15.0,21.874999999999986,21.874999999999986,16.0,54.33500000000001,44.56,70.28300000000002,19.0,22.29800000000003,10.067000000000007,17.0,76.65499999999997,65.93899999999996,79.13299999999998,26.0,22.319999999999965,21.378999999999962,17.0,83.79599999999999,74.03699999999998,46.44,23.0,8.098000000000013,8.098000000000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.873999999999995,,49.873999999999995,,,,16.0,1995-07-19T00:00:00,WE,FARIAS MARTINEZ,Andrea Francisca,1197084694808815,CHI,NCh,FARIAS MARTINEZ Andrea Francisca,False,0,26,FARIAS MARTI,23,49260000,CHI19950719,37,10053571565,,0,,0,22
17,23,2023,ARMSTRONG Virginia,18,78.519,204.439,283.647,349.476,393.322,20,16,Finished,10052926416,,,,,,,,,,,,0.0,,12.0,7.891000000000005,7.076000000000008,21.0,43.47,43.47,125.91999999999999,21.0,36.39399999999999,36.39399999999999,20.0,72.237,62.46199999999999,79.208,23.0,31.223000000000013,18.99199999999999,18.0,81.25299999999999,70.53699999999998,65.82900000000001,14.0,9.015999999999991,8.074999999999989,18.0,85.80000000000001,76.041,43.846000000000004,17.0,5.504000000000019,5.504000000000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.537,,52.537,,,,11.0,1998-06-28T00:00:00,WE,ARMSTRONG,Virginia,1197084694808812,NZL,CCh,ARMSTRONG Virginia,False,0,23,ARMSTRONG V,20,49170000,NZL19980628,29,10052926416,,0,,0,20
18,21,2021,BANDEIRA Margarida,19,85.415,226.609,282.86,351.232,394.773,19,17,Finished,10009023408,,,,,,,,,,,,0.0,,23.0,14.787000000000006,13.972000000000008,25.0,65.64000000000001,65.64000000000001,141.19400000000002,25.0,51.66800000000002,51.66800000000002,18.0,71.45000000000002,61.67500000000001,56.251000000000005,10.0,8.26600000000002,-3.9650000000000034,19.0,83.00900000000001,72.293,68.37200000000001,16.0,11.558999999999997,10.617999999999995,19.0,87.25100000000003,77.49200000000002,43.541,14.0,5.199000000000012,5.199000000000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.516000000000005,,57.516000000000005,,,,3.0,1996-12-25T00:00:00,WE,BANDEIRA,Margarida,1197084694808811,POR,NCh,BANDEIRA Margarida,False,0,21,BANDEIRA M,19,49140000,POR19961225,26,10009023408,,0,,0,21
19,33,2033,LEIVSDOTTIR Vera,20,82.441,198.612,283.87,356.227,401.354,28,8,Finished,10010898134,,,,,,,,,,,,0.0,,18.0,11.813000000000002,10.998000000000005,17.0,37.643,37.643,116.17099999999999,18.0,26.644999999999996,26.644999999999996,21.0,72.46000000000001,62.685,85.25800000000001,25.0,37.273000000000025,25.042,20.0,88.00399999999996,77.28799999999995,72.35699999999997,22.0,15.543999999999954,14.602999999999952,20.0,93.832,84.07299999999998,45.12700000000001,19.0,6.785000000000025,6.785000000000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.248000000000005,,46.248000000000005,,,,24.0,1991-09-25T00:00:00,WE,LEIVSDOTTIR,Vera,1197084694808820,NOR,,LEIVSDOTTIR Vera,False,0,33,LEIVSDOTTIR,28,49410000,NOR19910925,116,10010898134,,0,,0,26
