,BirthDate,CategoryCode,FamilyName,GivenName,Id,Nation,Outfit,PrintName,Protected,RaceId,RaceNr,ScoreboardName,StartOrder,StartTime,UciCode,UciRank,UciRiderId,UciTeamCode,UciTeamId,UciTeamName,WorldCupRank,Age
1037,1991-10-15T00:00:00,ME,DICKERSON,Bryn,1197084694808615,NZL,,DICKERSON Bryn,False,0,37,DICKERSON B,34,51390000,NZL19911015,44,10006949022,FSF,2238,FS FUNN,37,26
1038,1995-03-11T00:00:00,ME,GANNICOTT,George,1197084694808616,GBR,,GANNICOTT George,False,0,38,GANNICOTT G,35,51420000,GBR19950311,72,10008169101,OVR,2043,ONE VISION GLOBAL RACING,38,23
1039,1996-11-15T00:00:00,ME,ESTAQUE,Thomas,1197084694808617,FRA,,ESTAQUE Thomas,False,0,39,ESTAQUE T,36,51450000,FRA19961115,176,10008848505,,0,,39,21
1040,1991-02-16T00:00:00,ME,KERR,Bernard,1197084694808618,GBR,,KERR Bernard,False,0,40,KERR B,37,51480000,GBR19910216,162,10006413094,PFR,1864,PIVOT FACTORY RACING,40,27
1041,1987-04-18T00:00:00,ME,MASTERS,Wyn,1197084694808619,NZL,,MASTERS Wyn,False,0,41,MASTERS W,38,51510000,NZL19870418,37,10004406107,GTR,2103,GT FACTORY RACING,41,31
1042,1994-08-31T00:00:00,ME,GUTIERREZ VILLEGAS,Rafael,1197084694808620,COL,CCh,GUTIERREZ VILLEGAS Rafael,False,0,42,GUTIERREZ VI,39,51540000,COL19940831,14,10007692787,IJS,2163,IJ RACING-SICK COMPONENTS,42,23
1043,1995-07-20T00:00:00,ME,FAYOLLE,Alexandre,1197084694808621,FRA,,FAYOLLE Alexandre,False,0,43,FAYOLLE A,40,51570000,FRA19950720,62,10008168996,URT,1608,POLYGON UR,43,22
1044,1993-08-08T00:00:00,ME,PIERRON,Baptiste,1197084694808622,FRA,,PIERRON Baptiste,False,0,44,PIERRON B,41,51600000,FRA19930808,12,10008586504,VVR,2096,VOULVOUL RACING,44,24
1045,1990-03-24T00:00:00,ME,WALKER,Matthew,1197084694808623,NZL,,WALKER Matthew,False,0,45,WALKER M,42,51630000,NZL19900324,88,10005838875,CBG,2099,CUBE GLOBAL SQUAD PROTECTED BY BLISS,45,28
1046,1998-03-19T00:00:00,ME,MANSON,Magnus,1197084694808624,CAN,,MANSON Magnus,False,0,46,MANSON M,43,51660000,CAN19980319,84,10009819313,,0,,46,20
1047,1993-10-17T00:00:00,ME,LEIVSSON,Isak,1197084694808625,NOR,NCh,LEIVSSON Isak,False,0,47,LEIVSSON I,44,51690000,NOR19931017,70,10007422100,,0,,47,24
1049,1994-12-20T00:00:00,ME,COULANGES,Benoit,1197084694808626,FRA,,COULANGES Benoit,False,0,49,COULANGES B,45,51720000,FRA19941220,25,10008194359,DOR,1867,DORVAL AM,49,23
1050,1995-08-21T00:00:00,ME,NIEDERBERGER,Noel,1197084694808627,SUI,,NIEDERBERGER Noel,False,0,50,NIEDERBERGER,46,51750000,SUI19950821,48,10007568913,MNR,2039,HIAG DATA - NS-BIKES FACTORY RACING,50,22
1051,1998-06-26T00:00:00,ME,FREW,Jackson,1197084694808628,AUS,,FREW Jackson,False,0,51,FREW J,47,51780000,AUS19980626,146,10009895802,,0,,51,20
1052,1996-03-23T00:00:00,ME,KOLB,Andreas,1197084694808629,AUT,,KOLB Andreas,False,0,52,KOLB A,48,51810000,AUT19960323,96,10009187092,,0,,52,22
1053,1997-09-20T00:00:00,ME,REVELLI,Loris,1197084694808630,ITA,,REVELLI Loris,False,0,53,REVELLI L,49,51840000,ITA19970920,29,10009443942,ABD,2027,AB DEVINCI ITALY,53,20
1054,1997-10-05T00:00:00,ME,DICKSON,Jacob,1197084694808631,IRL,NCh,DICKSON Jacob,False,0,54,DICKSON J,50,51870000,IRL19971005,38,10009453642,GFT,1329,GIANT FACTORY OFF-ROAD TEAM,54,20
1055,1990-07-04T00:00:00,ME,DIPASQUALE,Charly,1197084694808632,FRA,,DIPASQUALE Charly,False,0,55,DIPASQUALE C,51,51900000,FRA19900704,126,10060004382,,0,,55,28
1059,1994-06-01T00:00:00,ME,TRUMMER,David,1197084694808633,AUT,,TRUMMER David,False,0,59,TRUMMER D,52,51930000,AUT19940601,35,10007713403,PDS,1527,PROPAIN DIRT SIXPACK,59,24
1061,1983-11-21T00:00:00,ME,HANNAH,Michael,1197084694808634,AUS,,HANNAH Michael,False,0,61,HANNAH M,53,51960000,AUS19831121,32,10002815812,URT,1608,POLYGON UR,64,34
1062,1988-12-10T00:00:00,ME,READING,Jack,1197084694808635,GBR,,READING Jack,False,0,62,READING J,54,51990000,GBR19881210,33,10006576176,OVR,2043,ONE VISION GLOBAL RACING,66,29
1063,1993-05-01T00:00:00,ME,LUKASIK,Slawomir,1197084694808636,POL,NCh,LUKASIK Slawomir,False,0,63,LUKASIK S,55,52020000,POL19930501,34,10007405932,MNR,2039,HIAG DATA - NS-BIKES FACTORY RACING,62,25
1064,1995-06-16T00:00:00,ME,BARTH,Joshua,1197084694808637,GER,,BARTH Joshua,False,0,64,BARTH J,56,52050000,GER19950616,41,10008835569,,0,,67,23
1066,1992-12-13T00:00:00,ME,WEBER,Basil,1197084694808638,SUI,,WEBER Basil,False,0,66,WEBER B,57,52080000,SUI19921213,49,10007392895,,0,,74,25
1067,1998-01-12T00:00:00,ME,PAEZ,Jeronimo,1197084694808639,ARG,,PAEZ Jeronimo,False,0,67,PAEZ J,58,52110000,ARG19980112,50,10015569894,,0,,0,20
1068,1990-09-12T00:00:00,ME,GARLICKI,Stefan,1197084694808640,RSA,,GARLICKI Stefan,False,0,68,GARLICKI S,59,52140000,RSA19900912,51,10006796549,,0,,76,27
1070,1999-03-06T00:00:00,ME,HARTENSTERN,Max,1197084694808641,GER,NCh,HARTENSTERN Max,False,0,70,HARTENSTERN,60,52170000,GER19990306,58,10011213584,CBG,2099,CUBE GLOBAL SQUAD PROTECTED BY BLISS,73,19
1071,1994-01-18T00:00:00,ME,STEPANEK,Ondrej,1197084694808642,CZE,NCh,STEPANEK Ondrej,False,0,71,STEPANEK O,61,52200000,CZE19940118,60,10007713706,,0,,0,24
1073,1990-11-26T00:00:00,ME,MCDOWALL,Kirk,1197084694808643,CAN,NCh,MCDOWALL Kirk,False,0,73,MCDOWALL K,62,52230000,CAN19901126,69,10008617119,,0,,0,27
1075,1995-12-09T00:00:00,ME,COLOMBO,Francesco,1197084694808644,ITA,NCh,COLOMBO Francesco,False,0,75,COLOMBO F,63,52260000,ITA19951209,77,10008073010,ABD,2027,AB DEVINCI ITALY,89,22
1076,1987-01-06T00:00:00,ME,POTGIETER,Johann,1197084694808645,RSA,,POTGIETER Johann,False,0,76,POTGIETER J,64,52290000,RSA19870106,79,10004065900,,0,,88,31
1077,1982-11-04T00:00:00,ME,VAUH,Miran,1197084694808646,SLO,NCh,VAUH Miran,False,0,77,VAUH M,65,52320000,SLO19821104,85,10004274549,,0,,63,35
1078,1987-05-20T00:00:00,ME,SIMMONDS,Matthew,1197084694808647,GBR,,SIMMONDS Matthew,False,0,78,SIMMONDS M,66,52350000,GBR19870520,87,10004170576,,0,,0,31
1079,1994-06-09T00:00:00,ME,SEHNAL,Stanislav,1197084694808648,CZE,,SEHNAL Stanislav,False,0,79,SEHNAL S,67,52380000,CZE19940609,91,10007710571,,0,,91,24
1080,1999-05-12T00:00:00,ME,BREEDEN,Joe,1197084694808649,GBR,,BREEDEN Joe,False,0,80,BREEDEN J,68,52410000,GBR19990512,93,10011005743,IRU,2233,INTENSE RACING UK,79,19
1081,1999-04-19T00:00:00,ME,COUGOUREUX,Sylvain,1197084694808650,FRA,,COUGOUREUX Sylvain,False,0,81,COUGOUREUX S,69,52440000,FRA19990419,94,10011080717,LGI,1949,LES GETS INTENSE TEAM,85,19
1082,1989-08-05T00:00:00,ME,STRASSER,Benny,1197084694808651,GER,,STRASSER Benny,False,0,82,STRASSER B,70,52470000,GER19890805,95,10004207053,,0,,0,28
1083,1992-12-04T00:00:00,ME,WEBER,Lutz,1197084694808652,SUI,NCh,WEBER Lutz,False,0,83,WEBER L,71,52500000,SUI19921204,97,10006816959,MNR,2039,HIAG DATA - NS-BIKES FACTORY RACING,92,25
1084,1994-10-03T00:00:00,ME,KLEE,Felix,1197084694808653,SUI,,KLEE Felix,False,0,84,KLEE F,72,52530000,SUI19941003,98,10008552249,,0,,0,23
1085,1997-05-20T00:00:00,ME,LALY,Thibault,1197084694808654,FRA,,LALY Thibault,False,0,85,LALY T,73,52560000,FRA19970520,100,10009533464,,0,,71,21
1086,1995-01-11T00:00:00,ME,ATWILL,Philip,1197084694808655,GBR,,ATWILL Philip,False,0,86,ATWILL P,74,52590000,GBR19950111,101,10008059064,PDS,1527,PROPAIN DIRT SIXPACK,68,23
1087,1991-07-21T00:00:00,ME,JAUCH,Jasper,1197084694808656,GER,,JAUCH Jasper,False,0,87,JAUCH J,75,52620000,GER19910721,104,10007455745,,0,,82,26
1088,1995-06-28T00:00:00,ME,VON KLEBELSBERG,Johannes,1197084694808657,ITA,,VON KLEBELSBERG Johannes,False,0,88,VON KLEBELSB,76,52650000,ITA19950628,107,10008169505,MSM,1009,MS MONDRAKER TEAM,69,23
1089,1996-11-05T00:00:00,ME,WRIGHT,Keegan,1197084694808658,NZL,,WRIGHT Keegan,False,0,89,WRIGHT K,77,52680000,NZL19961105,108,10009539831,,0,,0,21
1090,1998-04-15T00:00:00,ME,VIGE,Gaetan,1197084694808659,FRA,,VIGE Gaetan,False,0,90,VIGE G,78,52710000,FRA19980415,109,10009826989,SVS,1448,SCOTT VELOSOLUTIONS,75,20
1091,1998-09-07T00:00:00,ME,ROJCEK,Adam,1197084694808660,SVK,NCh,ROJCEK Adam,False,0,91,ROJCEK A,79,52740000,SVK19980907,110,10010032612,,0,,0,19
1092,1997-07-17T00:00:00,ME,BERGINC,Luka,1197084694808661,SLO,,BERGINC Luka,False,0,92,BERGINC L,80,52770000,SLO19970717,112,10009441417,,0,,0,20
1094,1995-04-14T00:00:00,ME,BARANEK,Rastislav,1197084694808662,SVK,,BARANEK Rastislav,False,0,94,BARANEK R,81,52800000,SVK19950414,121,10008169808,,0,,70,23
1095,1996-04-25T00:00:00,ME,JORBA PRATS,Ferran,1197084694808663,ESP,,JORBA PRATS Ferran,False,0,95,JORBA PRATS,82,52830000,ESP19960425,123,10008831630,,0,,0,22
1097,1991-05-30T00:00:00,ME,MOLLOY,Harry,1197084694808664,GBR,,MOLLOY Harry,False,0,97,MOLLOY H,83,52860000,GBR19910530,135,10006816454,FSF,2238,FS FUNN,0,27
1098,1993-01-22T00:00:00,ME,NEWELL,Jake,1197084694808665,AUS,,NEWELL Jake,False,0,98,NEWELL J,84,52890000,AUS19930122,138,10007488582,,0,,0,25
1099,1999-11-21T00:00:00,ME,NESTOROFF,Nikolas,1197084694808666,USA,,NESTOROFF Nikolas,False,0,99,NESTOROFF N,85,52920000,USA19991121,139,10011011201,,0,,0,18
1100,1991-11-12T00:00:00,ME,PETRUCCI,Francesco Danilo,1197084694808667,ITA,,PETRUCCI Francesco Danilo,False,0,100,PETRUCCI F,86,52950000,ITA19911112,140,10006770681,ABD,2027,AB DEVINCI ITALY,0,26
1101,1997-09-28T00:00:00,ME,COUGOUREUX,Benoit,1197084694808668,FRA,,COUGOUREUX Benoit,False,0,101,COUGOUREUX B,87,52980000,FRA19970928,142,10009449501,LGI,1949,LES GETS INTENSE TEAM,0,20
1102,1997-03-11T00:00:00,ME,PFEIFFER,Bryan,1197084694808669,FRA,,PFEIFFER Bryan,False,0,102,PFEIFFER B,88,53010000,FRA19970311,144,10009645016,,0,,0,21
1103,1991-09-21T00:00:00,ME,ZANJANIAN,Hossein,1197084694808670,IRI,N,ZANJANIAN Hossein,False,0,103,ZANJANIAN H,89,53040000,IRI19910921,147,10007921547,,0,,0,26
1104,1989-05-30T00:00:00,ME,NAJAFI BAZI,Amin,1197084694808671,IRI,NCh,NAJAFI BAZI Amin,False,0,104,NAJAFI BAZI,90,53070000,IRI19890530,156,10007717847,,0,,0,29
1105,1999-07-10T00:00:00,ME,SEAGRAVE,Kaos,1197084694808672,GBR,,SEAGRAVE Kaos,False,0,105,SEAGRAVE K,91,53100000,GBR19990710,167,10011013928,FMD,1863,TRANSITION BIKES / MUC-OFF FACTORY RACING,61,19
1106,1998-10-31T00:00:00,ME,VIEIRA,Douglas,1197084694808673,BRA,,VIEIRA Douglas,False,0,106,VIEIRA D,92,53130000,BRA19981031,168,10010126679,,0,,81,19
1107,1995-08-09T00:00:00,ME,ZARCO JIMENEZ,Luis,1197084694808674,ESP,,ZARCO JIMENEZ Luis,False,0,107,ZARCO JIMENE,93,53160000,ESP19950809,169,10008068461,,0,,0,22
1108,1992-06-22T00:00:00,ME,GALLAGHER,Kenta,1197084694808675,GBR,,GALLAGHER Kenta,False,0,108,GALLAGHER K,94,53190000,GBR19920622,173,10006812616,URT,1608,POLYGON UR,80,26
1109,1991-06-29T00:00:00,ME,RUFFIN,Gaetan,1197084694808676,FRA,,RUFFIN Gaetan,False,0,109,RUFFIN G,95,53220000,FRA19910629,177,10007305090,CVN,1590,COMMENCAL / VALLNORD,72,27
1110,1995-12-08T00:00:00,ME,SUAREZ ALONSO,Angel,1197084694808677,ESP,,SUAREZ ALONSO Angel,False,0,110,SUAREZ ALONS,96,53250000,ESP19951208,182,10008831529,YTM,1531,THE YT MOB,90,22
1112,1988-03-04T00:00:00,ME,FISCHBACH,Johannes,1197084694808678,GER,,FISCHBACH Johannes,False,0,112,FISCHBACH J,97,53280000,GER19880304,207,10004475825,RFD,1170,RADON FACTORY DH RACING,0,30
1114,1994-11-03T00:00:00,ME,VIEIRA,Roger,1197084694808679,BRA,,VIEIRA Roger,False,0,114,VIEIRA R,98,53310000,BRA19941103,215,10009164258,,0,,0,23
1115,1997-01-24T00:00:00,ME,CIRIEGO,Maxime,1197084694808680,FRA,,CIRIEGO Maxime,False,0,115,CIRIEGO M,99,53340000,FRA19970124,219,10009447073,DOR,1867,DORVAL AM,0,21
1116,1998-08-13T00:00:00,ME,FITZGERALD,Henry,1197084694808681,CAN,,FITZGERALD Henry,False,0,116,FITZGERALD H,100,53370000,CAN19980813,225,10009831033,NFR,2013,NORCO FACTORY RACING,65,19
1117,1996-01-20T00:00:00,ME,KRAL,Antonin,1197084694808682,CZE,,KRAL Antonin,False,0,117,KRAL A,101,53400000,CZE19960120,226,10016067628,,0,,0,22
1119,1992-09-12T00:00:00,ME,POSADA COLORADO,John Sebastian,1197084694808683,COL,,POSADA COLORADO John Sebastian,False,0,119,POSADA COLOR,102,53430000,COL19920912,257,10007376630,IJS,2163,IJ RACING-SICK COMPONENTS,0,25
1120,1988-09-13T00:00:00,ME,IRMISCH,Erik,1197084694808684,GER,N,IRMISCH Erik,False,0,120,IRMISCH E,103,53460000,GER19880913,258,10003777425,,0,,0,29
1121,1998-05-17T00:00:00,ME,MARRY,Kevin,1197084694808685,FRA,,MARRY Kevin,False,0,121,MARRY K,104,53490000,FRA19980517,260,10009896711,VVR,2096,VOULVOUL RACING,78,20
1122,1999-03-21T00:00:00,ME,PINTAR,Rudi,1197084694808686,SLO,,PINTAR Rudi,False,0,122,PINTAR R,105,53520000,SLO19990321,263,10016020744,,0,,0,19
1123,1999-09-22T00:00:00,ME,HEINIGER,Nils,1197084694808687,NZL,,HEINIGER Nils,False,0,123,HEINIGER N,106,53550000,NZL19990922,266,10021791840,,0,,0,18
1124,1994-10-01T00:00:00,ME,PAYET,Romain,1197084694808688,FRA,,PAYET Romain,False,0,124,PAYET R,107,53580000,FRA19941001,299,10007700972,,0,,0,23
1125,1999-11-05T00:00:00,ME,PIERRON,Antoine,1197084694808689,FRA,,PIERRON Antoine,False,0,125,PIERRON A,108,53610000,FRA19991105,304,10011102844,VVR,2096,VOULVOUL RACING,0,18
1126,1994-01-24T00:00:00,ME,RIESCO,Forrest,1197084694808690,CAN,,RIESCO Forrest,False,0,126,RIESCO F,109,53640000,CAN19940124,305,10008550734,,0,,0,24
1127,1997-06-03T00:00:00,ME,RUETSCH,Constantin,1197084694808691,SUI,,RUETSCH Constantin,False,0,127,RUETSCH C,110,53670000,SUI19970603,311,10010012202,,0,,0,21
1128,1999-07-11T00:00:00,ME,FRIXTALON,Hugo,1197084694808692,FRA,,FRIXTALON Hugo,False,0,128,FRIXTALON H,111,53700000,FRA19990711,342,10016018118,,0,,0,19
1129,1992-06-22T00:00:00,ME,MORGAN,Max,1197084694808693,USA,,MORGAN Max,False,0,129,MORGAN M,112,53730000,USA19920622,344,10008949848,,0,,0,26
1130,1993-05-06T00:00:00,ME,WILLIAMSON,Jay,1197084694808694,GBR,,WILLIAMSON Jay,False,0,130,WILLIAMSON J,113,53760000,GBR19930506,347,10008827384,,0,,0,25
1131,1996-03-04T00:00:00,ME,WEBER,Myles,1197084694808695,SUI,,WEBER Myles,False,0,131,WEBER M,114,53790000,SUI19960304,356,10008834256,,0,,0,22
1132,1997-07-09T00:00:00,ME,WILLIS,Joel,1197084694808696,AUS,,WILLIS Joel,False,0,132,WILLIS J,115,53820000,AUS19970709,359,10009539326,,0,,0,21
1134,1999-04-04T00:00:00,ME,COUTTS,Darcy,1197084694808697,AUS,N,COUTTS Darcy,False,0,134,COUTTS D,116,53850000,AUS19990404,416,10011106884,,0,,0,19
1135,1990-03-15T00:00:00,ME,DAVIES,Emyr,1197084694808698,GBR,N,DAVIES Emyr,False,0,135,DAVIES E,117,53880000,GBR19900315,423,10006341255,,0,,0,28
1136,1997-11-09T00:00:00,ME,FRANSOLET,Maxime,1197084694808699,BEL,N,FRANSOLET Maxime,False,0,136,FRANSOLET M,118,53910000,BEL19971109,429,10009656534,,0,,0,20
1137,1999-05-31T00:00:00,ME,VELASCO,Niko,1197084694808700,RSA,N,VELASCO Niko,False,0,137,VELASCO N,119,53940000,RSA19990531,440,10017791905,,0,,0,19
1138,1998-06-03T00:00:00,ME,CHATANAY,Valentin,1197084694808701,FRA,N,CHATANAY Valentin,False,0,138,CHATANAY V,120,53970000,FRA19980603,453,10009896812,,0,,0,20
1139,1990-03-03T00:00:00,ME,RHAM,Lucas,1197084694808702,GER,N,RHAM Lucas,False,0,139,RHAM L,121,54000000,GER19900303,466,10011753451,,0,,0,28
1140,1994-12-03T00:00:00,ME,BAUER,Felix,1197084694808703,GER,N,BAUER Felix,False,0,140,BAUER F,122,54030000,GER19941203,467,10015867059,,0,,0,23
1141,1993-04-26T00:00:00,ME,OLORENSHAW,Reuben,1197084694808704,NZL,N,OLORENSHAW Reuben,False,0,141,OLORENSHAW R,123,54060000,NZL19930426,472,10007885676,,0,,0,25
1142,1996-02-21T00:00:00,ME,CHIROSSEL,Anthony,1197084694808705,FRA,N,CHIROSSEL Anthony,False,0,142,CHIROSSEL A,124,54090000,FRA19960221,488,10011213382,,0,,0,22
1143,1999-02-02T00:00:00,ME,VESTAVIK,Brage Evensen,1197084694808706,NOR,N,VESTAVIK Brage Evensen,False,0,143,VESTAVIK B,125,54120000,NOR19990202,519,10049183933,MSM,1009,MS MONDRAKER TEAM,84,19
1144,1994-11-16T00:00:00,ME,LOWE,Josh,1197084694808707,GBR,,LOWE Josh,False,0,144,LOWE J,126,54150000,GBR19941116,520,10007661566,,0,,0,23
1145,1999-07-15T00:00:00,ME,POULSON,Anthony,1197084694808708,CAN,N,POULSON Anthony,False,0,145,POULSON A,127,54180000,CAN19990715,555,10011086070,KON,1012,KONA FACTORY TEAM,0,18
1146,1999-04-15T00:00:00,ME,MICHELLOD,Loris,1197084694808709,SUI,N,MICHELLOD Loris,False,0,146,MICHELLOD L,128,54210000,SUI19990415,572,10011103753,,0,,0,19
1147,1998-01-15T00:00:00,ME,VON HEYDEN LANGELAAN,Carlos,1197084694808711,ESP,N,VON HEYDEN LANGELAAN Carlos,False,0,147,VON HEYDEN L,130,54270000,ESP19980115,631,10009896105,,0,,0,20
1148,1998-04-26T00:00:00,ME,HART,Will,1197084694808712,GBR,N,HART Will,False,0,148,HART W,131,54300000,GBR19980426,701,10010007249,,0,,0,20
1150,1999-02-02T00:00:00,ME,MONZONI,Federico,1197084694808713,ITA,N,MONZONI Federico,False,0,150,MONZONI F,132,54330000,ITA19990202,728,10011103248,,0,,0,19
