,BirthDate,CategoryCode,FamilyName,GivenName,Id,Nation,Outfit,PrintName,Protected,RaceId,RaceNr,ScoreboardName,StartOrder,StartTime,UciCode,UciRank,UciRiderId,UciTeamCode,UciTeamId,UciTeamName,WorldCupRank,Age
2030,1990-03-01T00:00:00,WE,BALANCHE,Camille,1197084694808817,SUI,,BALANCHE Camille,False,0,30,BALANCHE C,25,49320000,SUI19900301,60,10016567984,,0,,17,28
2031,1998-11-20T00:00:00,WE,ARACIL ALBA,Blanca,1197084694808818,AND,N,ARACIL ALBA Blanca,False,0,31,ARACIL ALBA,26,49350000,AND19981120,67,10009895701,,0,,0,19
2032,1994-02-24T00:00:00,WE,BJORKMAN,Josefine,1197084694808819,SWE,N,BJORKMAN Josefine,False,0,32,BJORKMAN J,27,49380000,SWE19940224,98,10007928015,,0,,0,24
2033,1991-09-25T00:00:00,WE,LEIVSDOTTIR,Vera,1197084694808820,NOR,,LEIVSDOTTIR Vera,False,0,33,LEIVSDOTTIR,28,49410000,NOR19910925,116,10010898134,,0,,0,26
2034,1999-01-29T00:00:00,WE,MISSIAGGIA,Alessia,1197084694808821,ITA,,MISSIAGGIA Alessia,False,0,34,MISSIAGGIA A,29,49440000,ITA19990129,132,10011213786,,0,,0,19
2036,1999-05-13T00:00:00,WE,GREEN,Sumayyah,1197084694808822,GBR,,GREEN Sumayyah,False,0,36,GREEN S,30,49470000,GBR19990513,179,10016172712,,0,,0,19
2037,1998-12-05T00:00:00,WE,BATTOLLA,Eva,1197084694808823,SUI,,BATTOLLA Eva,False,0,37,BATTOLLA E,31,49500000,SUI19981205,192,10010936631,,0,,20,19
2038,1992-12-21T00:00:00,WE,HARNDEN,Catherine,1197084694808824,CAN,,HARNDEN Catherine,False,0,38,HARNDEN C,32,49530000,CAN19921221,193,10010084546,,0,,0,25
2039,1995-08-01T00:00:00,WE,PAGEAU,Rachel,1197084694808825,CAN,,PAGEAU Rachel,False,0,39,PAGEAU R,33,49560000,CAN19950801,199,10008178595,,0,,0,22
2040,1997-05-02T00:00:00,WE,WEATHERLY,Kate,1197084694808826,NZL,NCh,WEATHERLY Kate,False,0,40,WEATHERLY K,34,49590000,NZL19970502,245,10073484352,,0,,0,21
2041,1986-03-17T00:00:00,WE,STRAEDET,Hilde,1197084694808827,NOR,N,STRAEDET Hilde,False,0,41,STRAEDET H,35,49620000,NOR19860317,0,10010681906,,0,,0,32
