,BirthDate,CategoryCode,FamilyName,GivenName,Id,Nation,Outfit,PrintName,RaceId,RaceNr,ScoreboardName,StartOrder,StartTime,UciCode,UciRank,UciRiderId,UciTeamCode,UciTeamId,UciTeamName,WorldCupRank,Age
1099,1997-09-28T00:00:00,ME,COUGOUREUX,Benoit,1197024565271640,FRA,,COUGOUREUX Benoit,0,99,COUGOUREUX B,88,53010000,FRA19970928,122,10009449501,LGI,1949,LES GETS INTENSE TEAM,0,20
1100,1994-05-16T00:00:00,ME,PRYIMACHEK,Iegor,1197024565271641,UKR,NCh,PRYIMACHEK Iegor,0,100,PRYIMACHEK I,89,53040000,UKR19940516,126,10008164451,,0,,0,24
1101,1992-06-22T00:00:00,ME,GALLAGHER,Kenta,1197024565271642,GBR,,GALLAGHER Kenta,0,101,GALLAGHER K,90,53070000,GBR19920622,128,10006812616,URT,1608,POLYGON UR,68,25
1102,1993-01-22T00:00:00,ME,NEWELL,Jake,1197024565271643,AUS,,NEWELL Jake,0,102,NEWELL J,91,53100000,AUS19930122,134,10007488582,,0,,0,25
1103,1999-11-21T00:00:00,ME,NESTOROFF,Nikolas,1197024565271644,USA,,NESTOROFF Nikolas,0,103,NESTOROFF N,92,53130000,USA19991121,137,10011011201,,0,,0,18
1104,1996-01-18T00:00:00,ME,HERD,Sam,1197024565271645,GBR,,HERD Sam,0,104,HERD S,93,53160000,GBR19960118,142,10008827990,,0,,0,22
1105,1991-11-12T00:00:00,ME,PETRUCCI,Francesco Danilo,1197024565271646,ITA,,PETRUCCI Francesco Danilo,0,105,PETRUCCI F,94,53190000,ITA19911112,147,10006770681,ABD,2027,AB DEVINCI ITALY,0,26
1107,1995-03-02T00:00:00,ME,CZERMAK,Wojciech,1197024565271647,POL,,CZERMAK Wojciech,0,107,CZERMAK W,95,53220000,POL19950302,150,10009083325,,0,,0,23
1108,1994-01-24T00:00:00,ME,RIESCO,Forrest,1197024565271648,CAN,,RIESCO Forrest,0,108,RIESCO F,96,53250000,CAN19940124,151,10008550734,,0,,0,24
1109,1993-05-19T00:00:00,ME,THEODOROU,Andreas,1197024565271649,CYP,NCh,THEODOROU Andreas,0,109,THEODOROU A,97,53280000,CYP19930519,154,10060513634,,0,,0,25
1110,1994-03-27T00:00:00,ME,PALOTAI,Gabor,1197024565271650,HUN,NCh,PALOTAI Gabor,0,110,PALOTAI G,98,53310000,HUN19940327,157,10008552855,,0,,0,24
1111,1994-11-03T00:00:00,ME,VIEIRA,Roger,1197024565271651,BRA,,VIEIRA Roger,0,111,VIEIRA R,99,53340000,BRA19941103,168,10009164258,,0,,0,23
1112,1998-10-31T00:00:00,ME,VIEIRA,Douglas,1197024565271652,BRA,,VIEIRA Douglas,0,112,VIEIRA D,100,53370000,BRA19981031,174,10010126679,,0,,69,19
1113,1991-06-29T00:00:00,ME,RUFFIN,Gaetan,1197024565271653,FRA,,RUFFIN Gaetan,0,113,RUFFIN G,101,53400000,FRA19910629,175,10007305090,CVN,1590,COMMENCAL / VALLNORD,72,26
1114,1993-07-21T00:00:00,ME,THIBAULT,Samuel,1197024565271654,CAN,,THIBAULT Samuel,0,114,THIBAULT S,102,53430000,CAN19930721,184,10008172333,,0,,0,24
1115,1997-01-24T00:00:00,ME,CIRIEGO,Maxime,1197024565271655,FRA,,CIRIEGO Maxime,0,115,CIRIEGO M,103,53460000,FRA19970124,187,10009447073,DOR,1867,DORVAL AM,0,21
1116,1995-12-08T00:00:00,ME,SUAREZ ALONSO,Angel,1197024565271656,ESP,,SUAREZ ALONSO Angel,0,116,SUAREZ ALONS,104,53490000,ESP19951208,188,10008831529,YTM,1531,THE YT MOB,82,22
1117,1991-05-30T00:00:00,ME,MOLLOY,Harry,1197024565271657,GBR,,MOLLOY Harry,0,117,MOLLOY H,105,53520000,GBR19910530,191,10006816454,FSF,2238,FS FUNN,0,27
1118,1992-05-10T00:00:00,ME,SLIPCHENKO,Mykyta,1197024565271658,UKR,,SLIPCHENKO Mykyta,0,118,SLIPCHENKO M,106,53550000,UKR19920510,192,10009066854,,0,,0,26
1119,1995-07-23T00:00:00,ME,LANGEVIN,Hugo,1197024565271659,CAN,,LANGEVIN Hugo,0,119,LANGEVIN H,107,53580000,CAN19950723,207,10008551037,,0,,0,22
1120,1996-01-20T00:00:00,ME,KRAL,Antonin,1197024565271660,CZE,,KRAL Antonin,0,120,KRAL A,108,53610000,CZE19960120,217,10016067628,,0,,0,22
1121,1994-05-06T00:00:00,ME,HACKETT-KLAUBE,Austin,1197024565271661,USA,,HACKETT-KLAUBE Austin,0,121,HACKETT-KLAU,109,53640000,USA19940506,219,10007888205,,0,,0,24
1122,1997-07-17T00:00:00,ME,BERGINC,Luka,1197024565271662,SLO,,BERGINC Luka,0,122,BERGINC L,110,53670000,SLO19970717,220,10009441417,,0,,0,20
1124,1995-08-04T00:00:00,ME,STANO,Lubos,1197024565271663,SVK,,STANO Lubos,0,124,STANO L,111,53700000,SVK19950804,250,10010012505,,0,,0,22
1125,1996-06-29T00:00:00,ME,COCKBURN,Luke,1197024565271664,GBR,,COCKBURN Luke,0,125,COCKBURN L,112,53730000,GBR19960629,255,10015618293,,0,,71,21
1126,1998-08-10T00:00:00,ME,LUCAS,Cole,1197024565271665,NZL,,LUCAS Cole,0,126,LUCAS C,113,53760000,NZL19980810,260,10010037965,,0,,0,19
1127,1992-09-12T00:00:00,ME,POSADA COLORADO,John Sebastian,1197024565271666,COL,,POSADA COLORADO John Sebastian,0,127,POSADA COLOR,114,53790000,COL19920912,261,10007376630,IJS,2163,IJ RACING-SICK COMPONENTS,0,25
1128,1998-10-24T00:00:00,ME,ROBENEK,Hugo,1197024565271667,CZE,,ROBENEK Hugo,0,128,ROBENEK H,115,53820000,CZE19981024,263,10010021494,,0,,0,19
1129,1998-05-17T00:00:00,ME,MARRY,Kevin,1197024565271668,FRA,,MARRY Kevin,0,129,MARRY K,116,53850000,FRA19980517,264,10009896711,VVR,2096,VOULVOUL RACING,67,20
1130,1997-12-29T00:00:00,ME,VIKKER,Marcell,1197024565271669,HUN,,VIKKER Marcell,0,130,VIKKER M,117,53880000,HUN19971229,277,10010897932,,0,,0,20
1132,1994-10-01T00:00:00,ME,PAYET,Romain,1197024565271670,FRA,,PAYET Romain,0,132,PAYET R,118,53910000,FRA19941001,302,10007700972,,0,,0,23
1133,1999-11-05T00:00:00,ME,PIERRON,Antoine,1197024565271671,FRA,,PIERRON Antoine,0,133,PIERRON A,119,53940000,FRA19991105,306,10011102844,VVR,2096,VOULVOUL RACING,0,18
1134,1996-08-16T00:00:00,ME,LEBL,Martin,1197024565271672,CZE,,LEBL Martin,0,134,LEBL M,120,53970000,CZE19960816,342,10008835367,,0,,0,21
1135,1999-07-11T00:00:00,ME,FRIXTALON,Hugo,1197024565271673,FRA,N,FRIXTALON Hugo,0,135,FRIXTALON H,121,54000000,FRA19990711,344,10016018118,,0,,0,18
1136,1992-06-22T00:00:00,ME,MORGAN,Max,1197024565271674,USA,,MORGAN Max,0,136,MORGAN M,122,54030000,USA19920622,346,10008949848,,0,,0,25
1137,1994-04-23T00:00:00,ME,PROCHYRA,Jordan,1197024565271675,AUS,,PROCHYRA Jordan,0,137,PROCHYRA J,123,54060000,AUS19940423,353,10010036551,,0,,0,24
1138,1996-03-04T00:00:00,ME,WEBER,Myles,1197024565271676,SUI,,WEBER Myles,0,138,WEBER M,124,54090000,SUI19960304,358,10008834256,,0,,0,22
1139,1997-06-03T00:00:00,ME,RUETSCH,Constantin,1197024565271677,SUI,,RUETSCH Constantin,0,139,RUETSCH C,125,54120000,SUI19970603,362,10010012202,,0,,0,21
1140,1999-12-23T00:00:00,ME,ULMSCHNEIDER,Till,1197024565271678,GER,,ULMSCHNEIDER Till,0,140,ULMSCHNEIDER,126,54150000,GER19991223,392,10054258043,SYG,2229,SRAM YOUNG GUNS RACING,0,18
1142,1999-02-02T00:00:00,ME,VESTAVIK,Brage Evensen,1197024565271679,NOR,,VESTAVIK Brage Evensen,0,142,VESTAVIK B,127,54180000,NOR19990202,405,10049183933,MSM,1009,MS MONDRAKER TEAM,73,19
1143,1997-11-20T00:00:00,ME,ULRICH,Fabian,1197024565271680,AUT,,ULRICH Fabian,0,143,ULRICH F,128,54210000,AUT19971120,432,10009566406,MSM,1009,MS MONDRAKER TEAM,0,20
1144,1999-05-31T00:00:00,ME,VELASCO,Niko,1197024565271681,RSA,N,VELASCO Niko,0,144,VELASCO N,129,54240000,RSA19990531,448,10017791905,,0,,0,19
1145,1998-06-03T00:00:00,ME,CHATANAY,Valentin,1197024565271682,FRA,N,CHATANAY Valentin,0,145,CHATANAY V,130,54270000,FRA19980603,453,10009896812,,0,,0,20
1146,1990-03-03T00:00:00,ME,RHAM,Lucas,1197024565271683,GER,N,RHAM Lucas,0,146,RHAM L,131,54300000,GER19900303,469,10011753451,,0,,0,28
1147,1998-06-25T00:00:00,ME,ABBOU,Jannik,1197024565271684,GER,N,ABBOU Jannik,0,147,ABBOU J,132,54330000,GER19980625,474,10009897721,,0,,0,19
1148,1995-10-13T00:00:00,ME,BLAIR,Lachlan,1197024565271685,GBR,,BLAIR Lachlan,0,148,BLAIR L,133,54360000,GBR19951013,475,10008827687,,0,,66,22
