,bib,id,name,q_rank,q_split1,q_split2,q_split3,q_split4,q_split5,q_start,q_start_rev,q_status,uci,q_points,r_points,rank,split1,split2,split3,split4,split5,start,start_rev,status,points,qr_diff,q_split1_rank,q_split1_vs_best,q_split1_vs_winner,q_split2_rank,q_split2_vs_best,q_split2_vs_winner,q_split2_sector,q_split2_sector_rank,q_split2_sector_vs_best,q_split2_sector_vs_winner,q_split3_rank,q_split3_vs_best,q_split3_vs_winner,q_split3_sector,q_split3_sector_rank,q_split3_sector_vs_best,q_split3_sector_vs_winner,q_split4_rank,q_split4_vs_best,q_split4_vs_winner,q_split4_sector,q_split4_sector_rank,q_split4_sector_vs_best,q_split4_sector_vs_winner,q_split5_rank,q_split5_vs_best,q_split5_vs_winner,q_split5_sector,q_split5_sector_rank,q_split5_sector_vs_best,q_split5_sector_vs_winner,split1_rank,split1_vs_best,split1_vs_winner,split2_rank,split2_vs_best,split2_vs_winner,split2_sector,split2_sector_rank,split2_sector_vs_best,split2_sector_vs_winner,split3_rank,split3_vs_best,split3_vs_winner,split3_sector,split3_sector_rank,split3_sector_vs_best,split3_sector_vs_winner,split4_rank,split4_vs_best,split4_vs_winner,split4_sector,split4_sector_rank,split4_sector_vs_best,split4_sector_vs_winner,split5_rank,split5_vs_best,split5_vs_winner,split5_sector,split5_sector_rank,split5_sector_vs_best,split5_sector_vs_winner,speed,q_speed,speed_ms,speed_ms_vs_best,speed_rank,q_speed_rank,BirthDate,CategoryCode,FamilyName,GivenName,Id,Nation,Outfit,PrintName,RaceId,RaceNr,ScoreboardName,StartOrder,StartTime,UciCode,UciRank,UciRiderId,UciTeamCode,UciTeamId,UciTeamName,WorldCupRank,Age
10,17,1017,BRUNI Loic,4,46.232,82.965,122.055,165.441,196.647,17,142,Finished,10007544358,25.0,70.0,11.0,46.578,82.078,120.437,164.137,194.95,59.0,4.0,Finished,95.0,-1.6970000000000027,2.0,0.21399999999999864,-0.9089999999999989,1.0,0.0,-0.9080000000000013,36.733000000000004,7.0,0.5940000000000012,0.0009999999999976694,2.0,0.2050000000000125,-0.7909999999999968,39.09,9.0,0.6170000000000044,0.11700000000000443,3.0,0.3900000000000148,-0.5409999999999968,43.385999999999996,3.0,0.6330000000000098,0.25,4.0,0.757000000000005,0.11899999999999977,31.20599999999999,13.0,0.7659999999999911,0.6599999999999966,19.0,1.3220000000000027,1.3220000000000027,12.0,1.612000000000009,1.3340000000000032,35.5,6.0,0.5590000000000046,0.012000000000000455,10.0,2.0799999999999983,2.021000000000001,38.358999999999995,14.0,1.1479999999999961,0.6869999999999976,10.0,3.219999999999999,3.219999999999999,43.7,19.0,1.2420000000000044,1.198999999999998,11.0,3.9589999999999748,3.9589999999999748,30.812999999999988,17.0,0.7849999999999966,0.7389999999999759,57.086000000000006,56.833,15.857222222222225,0.7877777777777748,15.0,9.0,1994-05-13T00:00:00,ME,BRUNI,Loic,1197024565271569,FRA,WCh,BRUNI Loic,0,17,BRUNI L,17,50880000,FRA19940513,4,10007544358,SGR,1667,SPECIALIZED GRAVITY,17,24
11,7,1007,HART Danny,31,46.385,83.117,123.86,167.698,202.878,7,152,Finished,10005470073,,65.0,12.0,45.706,81.885,120.764,164.39,195.011,49.0,14.0,Finished,65.0,-7.86699999999999,3.0,0.36699999999999733,-0.7560000000000002,4.0,0.15200000000000102,-0.7560000000000002,36.732000000000006,6.0,0.5930000000000035,0.0,9.0,2.010000000000005,1.0139999999999958,40.742999999999995,66.0,2.269999999999996,1.769999999999996,8.0,2.64700000000002,1.7160000000000082,43.83800000000001,6.0,1.0850000000000222,0.7020000000000124,31.0,6.9879999999999995,6.349999999999994,35.17999999999998,132.0,4.739999999999981,4.633999999999986,8.0,0.45000000000000284,0.45000000000000284,11.0,1.4190000000000111,1.1410000000000053,36.179,20.0,1.2380000000000067,0.6910000000000025,12.0,2.4069999999999965,2.347999999999999,38.87899999999999,30.0,1.6679999999999922,1.2069999999999936,12.0,3.4729999999999848,3.4729999999999848,43.62599999999999,16.0,1.1679999999999922,1.1249999999999858,12.0,4.019999999999982,4.019999999999982,30.62100000000001,14.0,0.5930000000000177,0.546999999999997,55.585,54.021,15.440277777777778,1.2047222222222214,35.0,50.0,1991-09-20T00:00:00,ME,HART,Danny,1197024565271559,GBR,,HART Danny,0,7,HART D,7,50580000,GBR19910920,3,10005470073,MST,1680,MADISON SARACEN FACTORY TEAM,7,26
12,14,1014,THIRION Remi,10,47.77,85.132,124.671,168.611,199.962,14,145,Finished,10005415715,15.0,60.0,13.0,46.801,82.464,121.128,164.25,195.036,54.0,9.0,Finished,75.0,-4.925999999999988,21.0,1.7520000000000024,0.6290000000000049,20.0,2.1670000000000016,1.2590000000000003,37.362,21.0,1.222999999999999,0.6299999999999955,13.0,2.821000000000012,1.8250000000000028,39.539,17.0,1.0660000000000025,0.5660000000000025,10.0,3.5600000000000023,2.6289999999999907,43.93999999999998,8.0,1.1869999999999976,0.8039999999999878,10.0,4.072000000000003,3.4339999999999975,31.351,21.0,0.9110000000000014,0.8050000000000068,23.0,1.5450000000000017,1.5450000000000017,15.0,1.9980000000000047,1.7199999999999989,35.663,8.0,0.7220000000000013,0.17499999999999716,13.0,2.771000000000001,2.7120000000000033,38.664,20.0,1.453000000000003,0.9920000000000044,11.0,3.3329999999999984,3.3329999999999984,43.122,6.0,0.6640000000000015,0.6209999999999951,13.0,4.0449999999999875,4.0449999999999875,30.786,16.0,0.7580000000000098,0.7119999999999891,58.211000000000006,55.963,16.169722222222223,0.4752777777777766,6.0,19.0,1990-04-23T00:00:00,ME,THIRION,Remi,1197024565271566,FRA,,THIRION Remi,0,14,THIRION R,14,50790000,FRA19900423,83,10005415715,CVN,1590,COMMENCAL / VALLNORD,14,28
13,16,1016,HARRISON Charlie,23,47.743,85.971,125.159,170.74,201.997,16,143,Finished,10009645925,,55.0,14.0,46.559,83.594,121.621,165.001,195.236,34.0,29.0,Finished,55.0,-6.761000000000024,20.0,1.7250000000000014,0.6020000000000039,33.0,3.0060000000000002,2.097999999999999,38.228,57.0,2.0889999999999986,1.4959999999999951,20.0,3.3090000000000117,2.3130000000000024,39.188,11.0,0.7150000000000034,0.2150000000000034,28.0,5.689000000000021,4.75800000000001,45.581,46.0,2.828000000000017,2.4450000000000074,23.0,6.107000000000028,5.4690000000000225,31.257000000000005,14.0,0.8170000000000073,0.7110000000000127,18.0,1.3029999999999973,1.3029999999999973,27.0,3.128,2.8499999999999943,37.035,40.0,2.094000000000001,1.546999999999997,17.0,3.263999999999996,3.2049999999999983,38.027,9.0,0.8160000000000025,0.355000000000004,15.0,4.084000000000003,4.084000000000003,43.38000000000001,13.0,0.9220000000000113,0.8790000000000049,14.0,4.244999999999976,4.244999999999976,30.234999999999985,5.0,0.20699999999999363,0.16099999999997294,58.566,56.401,16.268333333333334,0.37666666666666515,3.0,13.0,1997-10-18T00:00:00,ME,HARRISON,Charlie,1197024565271568,USA,,HARRISON Charlie,0,16,HARRISON C,16,50850000,USA19971018,25,10009645925,IFR,2029,INTENSE FACTORY RACING,16,20
14,11,1011,GUTIERREZ VILLEGAS Marcelo,26,48.316,85.611,125.31,170.602,202.336,11,148,Finished,10005855649,,50.0,15.0,46.97,83.106,121.564,164.857,196.069,50.0,13.0,Finished,50.0,-6.267000000000024,39.0,2.298000000000002,1.1750000000000043,26.0,2.646000000000001,1.7379999999999995,37.295,19.0,1.1559999999999988,0.5629999999999953,22.0,3.460000000000008,2.4639999999999986,39.699,28.0,1.225999999999999,0.7259999999999991,26.0,5.551000000000016,4.6200000000000045,45.292,34.0,2.5390000000000157,2.156000000000006,26.0,6.446000000000026,5.808000000000021,31.73400000000001,38.0,1.2940000000000111,1.1880000000000166,27.0,1.7139999999999986,1.7139999999999986,19.0,2.6400000000000006,2.3619999999999948,36.135999999999996,17.0,1.1950000000000003,0.6479999999999961,16.0,3.2069999999999936,3.147999999999996,38.458,15.0,1.2469999999999999,0.7860000000000014,14.0,3.9399999999999977,3.9399999999999977,43.293000000000006,11.0,0.835000000000008,0.7920000000000016,15.0,5.0779999999999745,5.0779999999999745,31.21199999999999,26.0,1.1839999999999975,1.1379999999999768,57.242,54.975,15.900555555555556,0.7444444444444436,12.0,31.0,1990-05-09T00:00:00,ME,GUTIERREZ VILLEGAS,Marcelo,1197024565271563,COL,NCh,GUTIERREZ VILLEGAS Marcelo,0,11,GUTIERREZ VI,11,50700000,COL19900509,16,10005855649,GFT,1329,GIANT FACTORY OFF-ROAD TEAM,11,28
15,5,1005,BLENKINSOP Samuel,15,48.919,86.3,125.913,169.854,200.892,5,154,Finished,10004485929,10.0,45.0,16.0,46.746,83.6,121.882,166.016,196.571,51.0,12.0,Finished,55.0,-4.320999999999998,61.0,2.9009999999999962,1.7779999999999987,43.0,3.3349999999999937,2.4269999999999925,37.381,23.0,1.2419999999999973,0.6489999999999938,36.0,4.063000000000002,3.066999999999993,39.613,20.0,1.1400000000000006,0.6400000000000006,17.0,4.803000000000026,3.872000000000014,43.94100000000002,9.0,1.1880000000000308,0.805000000000021,15.0,5.0020000000000095,4.364000000000004,31.037999999999982,8.0,0.5979999999999848,0.4919999999999902,22.0,1.490000000000002,1.490000000000002,28.0,3.1340000000000003,2.8559999999999945,36.85399999999999,34.0,1.9129999999999967,1.3659999999999926,20.0,3.5250000000000057,3.466000000000008,38.28200000000001,13.0,1.0710000000000122,0.6100000000000136,18.0,5.0989999999999895,5.0989999999999895,44.133999999999986,27.0,1.6759999999999877,1.6329999999999814,16.0,5.579999999999984,5.579999999999984,30.555000000000007,12.0,0.5270000000000152,0.48099999999999454,58.32899999999999,57.888999999999996,16.2025,0.442499999999999,4.0,2.0,1988-10-28T00:00:00,ME,BLENKINSOP,Samuel,1197024565271557,NZL,CCh,BLENKINSOP Samuel,0,5,BLENKINSOP S,5,50520000,NZL19881028,7,10004485929,NFR,2013,NORCO FACTORY RACING,5,29
16,23,1023,BRAYTON Adam,24,48.111,85.512,125.582,170.843,202.248,22,137,Finished,10005386110,,44.0,17.0,47.045,83.041,122.361,165.901,196.82,33.0,30.0,Finished,44.0,-5.427999999999997,34.0,2.0929999999999964,0.9699999999999989,24.0,2.546999999999997,1.6389999999999958,37.401,24.0,1.2620000000000005,0.6689999999999969,28.0,3.7319999999999993,2.73599999999999,40.06999999999999,40.0,1.5969999999999942,1.0969999999999942,30.0,5.792000000000002,4.86099999999999,45.260999999999996,33.0,2.5080000000000098,2.125,24.0,6.358000000000004,5.719999999999999,31.405,22.0,0.9650000000000034,0.8590000000000089,30.0,1.7890000000000015,1.7890000000000015,17.0,2.575000000000003,2.296999999999997,35.995999999999995,14.0,1.0549999999999997,0.5079999999999956,25.0,4.004000000000005,3.9450000000000074,39.32000000000001,39.0,2.109000000000009,1.6480000000000103,17.0,4.984000000000009,4.984000000000009,43.540000000000006,15.0,1.0820000000000078,1.0390000000000015,17.0,5.828999999999979,5.828999999999979,30.918999999999983,20.0,0.8909999999999911,0.8449999999999704,54.805,54.571000000000005,15.223611111111111,1.4213888888888881,39.0,39.0,1988-10-19T00:00:00,ME,BRAYTON,Adam,1197024565271574,GBR,,BRAYTON Adam,0,23,BRAYTON A,22,51030000,GBR19881019,24,10005386110,HTH,3167,HOPE TECHNOLOGY,23,29
17,20,1020,ATHERTON Gee,29,48.033,85.563,125.227,170.007,202.741,19,140,Finished,10003434386,,43.0,18.0,46.544,82.637,121.477,165.161,196.978,29.0,34.0,Finished,43.0,-5.763000000000005,28.0,2.0150000000000006,0.892000000000003,25.0,2.597999999999999,1.6899999999999977,37.53,28.0,1.3909999999999982,0.7979999999999947,21.0,3.3770000000000095,2.3810000000000002,39.664,25.0,1.1910000000000025,0.6910000000000025,23.0,4.956000000000017,4.025000000000006,44.78,27.0,2.0270000000000152,1.6440000000000055,29.0,6.8510000000000275,6.213000000000022,32.73400000000001,95.0,2.294000000000011,2.1880000000000166,17.0,1.2879999999999967,1.2879999999999967,16.0,2.1710000000000065,1.8930000000000007,36.093,15.0,1.1520000000000081,0.605000000000004,15.0,3.1200000000000045,3.061000000000007,38.84,28.0,1.6290000000000049,1.1680000000000064,16.0,4.244,4.244,43.684,18.0,1.225999999999999,1.1829999999999927,18.0,5.986999999999995,5.986999999999995,31.817000000000007,41.0,1.7890000000000157,1.742999999999995,56.004,54.623000000000005,15.556666666666667,1.088333333333333,30.0,37.0,1985-02-26T00:00:00,ME,ATHERTON,Gee,1197024565271571,GBR,,ATHERTON Gee,0,20,ATHERTON G,19,50940000,GBR19850226,39,10003434386,TDH,1598,TREK FACTORY RACING DH,20,33
18,31,1031,WILLIAMSON Greg,38,48.374,86.029,125.584,170.563,203.945,28,131,Finished,10006909111,,42.0,19.0,46.034,82.408,121.83,166.159,196.98,21.0,42.0,Finished,42.0,-6.965000000000003,42.0,2.3560000000000016,1.233000000000004,37.0,3.063999999999993,2.1559999999999917,37.654999999999994,34.0,1.5159999999999911,0.9229999999999876,29.0,3.734000000000009,2.7379999999999995,39.55500000000001,18.0,1.0820000000000078,0.5820000000000078,25.0,5.5120000000000005,4.580999999999989,44.978999999999985,29.0,2.225999999999999,1.8429999999999893,38.0,8.055000000000007,7.417000000000002,33.382000000000005,107.0,2.9420000000000073,2.8360000000000127,11.0,0.7779999999999987,0.7779999999999987,14.0,1.9420000000000073,1.6640000000000015,36.374,23.0,1.433000000000007,0.8860000000000028,19.0,3.472999999999999,3.4140000000000015,39.422,43.0,2.2109999999999985,1.75,21.0,5.24199999999999,5.24199999999999,44.32899999999999,29.0,1.8709999999999951,1.8279999999999887,19.0,5.988999999999976,5.988999999999976,30.820999999999998,19.0,0.7930000000000064,0.7469999999999857,56.373999999999995,55.746,15.659444444444444,0.9855555555555551,23.0,21.0,1992-06-08T00:00:00,ME,WILLIAMSON,Greg,1197024565271580,GBR,NCh,WILLIAMSON Greg,0,31,WILLIAMSON G,28,51210000,GBR19920608,21,10006909111,UFR,3170,UNNO FACTORY RACING,31,26
19,60,1060,ESTAQUE Thomas,30,47.861,84.831,125.679,171.299,202.76,54,105,Finished,10008848505,,41.0,20.0,47.175,83.932,123.327,166.593,197.156,28.0,35.0,Finished,41.0,-5.603999999999985,24.0,1.8429999999999964,0.7199999999999989,18.0,1.8659999999999997,0.9579999999999984,36.970000000000006,13.0,0.8310000000000031,0.23799999999999955,31.0,3.8290000000000077,2.8329999999999984,40.848,72.0,2.375,1.875,34.0,6.248000000000019,5.317000000000007,45.620000000000005,49.0,2.8670000000000186,2.484000000000009,30.0,6.8700000000000045,6.231999999999999,31.460999999999984,24.0,1.0209999999999866,0.914999999999992,33.0,1.918999999999997,1.918999999999997,32.0,3.466000000000008,3.1880000000000024,36.757000000000005,33.0,1.8160000000000096,1.2690000000000055,38.0,4.969999999999999,4.911000000000001,39.394999999999996,40.0,2.1839999999999975,1.722999999999999,24.0,5.675999999999988,5.675999999999988,43.26599999999999,10.0,0.8079999999999927,0.7649999999999864,20.0,6.164999999999992,6.164999999999992,30.563000000000017,13.0,0.535000000000025,0.4890000000000043,56.318999999999996,53.431999999999995,15.644166666666667,1.0008333333333326,24.0,61.0,1996-11-15T00:00:00,ME,ESTAQUE,Thomas,1197024565271606,FRA,,ESTAQUE Thomas,0,60,ESTAQUE T,54,51990000,FRA19961115,421,10008848505,,0,,60,21
20,58,1058,KERR Bernard,48,47.316,85.701,125.9,173.134,205.035,52,107,Finished,10006413094,,40.0,21.0,47.373,83.822,122.635,166.312,197.347,12.0,51.0,Finished,40.0,-7.687999999999988,13.0,1.2980000000000018,0.17500000000000426,28.0,2.73599999999999,1.8279999999999887,38.38499999999999,66.0,2.245999999999988,1.6529999999999845,35.0,4.050000000000011,3.054000000000002,40.19900000000001,49.0,1.7260000000000133,1.2260000000000133,50.0,8.082999999999998,7.151999999999987,47.23399999999998,96.0,4.4809999999999945,4.097999999999985,48.0,9.14500000000001,8.507000000000005,31.90100000000001,48.0,1.4610000000000127,1.3550000000000182,38.0,2.1169999999999973,2.1169999999999973,30.0,3.3560000000000088,3.078000000000003,36.449000000000005,24.0,1.5080000000000098,0.9610000000000056,30.0,4.278000000000006,4.219000000000008,38.813,27.0,1.6020000000000039,1.1410000000000053,22.0,5.39500000000001,5.39500000000001,43.67700000000001,17.0,1.2190000000000083,1.176000000000002,21.0,6.3559999999999945,6.3559999999999945,31.034999999999997,21.0,1.007000000000005,0.9609999999999843,57.919,56.457,16.08861111111111,0.5563888888888897,7.0,11.0,1991-02-16T00:00:00,ME,KERR,Bernard,1197024565271604,GBR,,KERR Bernard,0,58,KERR B,52,51930000,GBR19910216,89,10006413094,PFR,1864,PIVOT FACTORY RACING,58,27
21,13,1013,WILSON Reece,97,46.018,95.692,135.931,179.793,210.855,13,146,Finished,10009563271,,39.0,22.0,45.959,81.65,120.166,167.101,197.511,46.0,17.0,Finished,39.0,-13.343999999999994,1.0,0.0,-1.1229999999999976,137.0,12.72699999999999,11.818999999999988,49.67399999999999,145.0,13.53499999999999,12.941999999999986,128.0,14.081000000000017,13.085000000000008,40.23900000000002,51.0,1.7660000000000196,1.2660000000000196,105.0,14.742000000000019,13.811000000000007,43.861999999999995,7.0,1.1090000000000089,0.7259999999999991,97.0,14.965000000000003,14.326999999999998,31.061999999999983,9.0,0.6219999999999857,0.5159999999999911,10.0,0.703000000000003,0.703000000000003,9.0,1.1840000000000117,0.9060000000000059,35.691,9.0,0.7500000000000071,0.20300000000000296,9.0,1.8089999999999975,1.75,38.51599999999999,16.0,1.3049999999999926,0.8439999999999941,27.0,6.1839999999999975,6.1839999999999975,46.935,56.0,4.477000000000004,4.4339999999999975,22.0,6.519999999999982,6.519999999999982,30.409999999999997,10.0,0.382000000000005,0.3359999999999843,56.54,55.438,15.705555555555556,0.9394444444444439,20.0,25.0,1996-06-11T00:00:00,ME,WILSON,Reece,1197024565271565,GBR,,WILSON Reece,0,13,WILSON R,13,50760000,GBR19960611,56,10009563271,,0,,13,21
22,19,1019,MULALLY Neko,27,48.732,86.156,125.852,170.62,202.588,18,141,Finished,10007287613,,38.0,23.0,46.645,83.566,122.406,166.146,197.72,31.0,32.0,Finished,38.0,-4.867999999999995,52.0,2.7139999999999986,1.591000000000001,38.0,3.1910000000000025,2.2830000000000013,37.42400000000001,25.0,1.2850000000000037,0.6920000000000002,34.0,4.0020000000000095,3.0060000000000002,39.696,27.0,1.222999999999999,0.722999999999999,27.0,5.569000000000017,4.638000000000005,44.768,26.0,2.015000000000015,1.632000000000005,27.0,6.6980000000000075,6.060000000000002,31.96799999999999,53.0,1.5279999999999916,1.421999999999997,21.0,1.389000000000003,1.389000000000003,26.0,3.1000000000000085,2.8220000000000027,36.921,36.0,1.980000000000004,1.4329999999999998,26.0,4.049000000000007,3.990000000000009,38.84,28.0,1.6290000000000049,1.1680000000000064,20.0,5.228999999999985,5.228999999999985,43.73999999999998,20.0,1.2819999999999823,1.238999999999976,23.0,6.728999999999985,6.728999999999985,31.574000000000012,34.0,1.5460000000000207,1.5,56.54,55.706,15.705555555555556,0.9394444444444439,20.0,22.0,1993-02-19T00:00:00,ME,MULALLY,Neko,1197024565271570,USA,,MULALLY Neko,0,19,MULALLY N,18,50910000,USA19930219,63,10007287613,YTM,1531,THE YT MOB,19,25
23,88,1088,WALKER Matthew,18,48.073,85.993,125.391,169.976,201.296,77,82,Finished,10005838875,7.0,37.0,24.0,47.25,84.671,122.691,166.52,198.016,39.0,24.0,Finished,44.0,-3.280000000000001,32.0,2.0549999999999997,0.9320000000000022,34.0,3.0279999999999916,2.1199999999999903,37.919999999999995,44.0,1.7809999999999917,1.1879999999999882,25.0,3.541000000000011,2.5450000000000017,39.39800000000001,14.0,0.9250000000000114,0.42500000000001137,22.0,4.925000000000011,3.9939999999999998,44.584999999999994,22.0,1.8320000000000078,1.448999999999998,18.0,5.406000000000006,4.768000000000001,31.319999999999993,18.0,0.8799999999999955,0.7740000000000009,34.0,1.9939999999999998,1.9939999999999998,44.0,4.2050000000000125,3.9270000000000067,37.42100000000001,50.0,2.480000000000011,1.933000000000007,32.0,4.334000000000003,4.275000000000006,38.019999999999996,8.0,0.8089999999999975,0.347999999999999,23.0,5.603000000000009,5.603000000000009,43.82900000000001,22.0,1.3710000000000093,1.328000000000003,24.0,7.024999999999977,7.024999999999977,31.49599999999998,31.0,1.4679999999999893,1.4219999999999686,56.483999999999995,56.945,15.69,0.9550000000000001,21.0,7.0,1990-03-24T00:00:00,ME,WALKER,Matthew,1197024565271629,NZL,,WALKER Matthew,0,88,WALKER M,77,52680000,NZL19900324,100,10005838875,CBG,2099,CUBE GLOBAL SQUAD PROTECTED BY BLISS,76,28
24,59,1059,GUTIERREZ VILLEGAS Rafael,21,47.03,83.856,125.473,169.914,201.542,53,106,Finished,10007692787,,36.0,25.0,46.461,83.07,122.699,166.739,198.044,36.0,27.0,Finished,36.0,-3.4979999999999905,9.0,1.0120000000000005,-0.1109999999999971,9.0,0.8909999999999911,-0.017000000000010118,36.82599999999999,11.0,0.6869999999999905,0.09399999999998698,26.0,3.6230000000000047,2.6269999999999953,41.617000000000004,97.0,3.1440000000000055,2.6440000000000055,20.0,4.8629999999999995,3.931999999999988,44.44099999999999,17.0,1.6880000000000024,1.3049999999999926,21.0,5.652000000000015,5.01400000000001,31.628000000000014,32.0,1.1880000000000166,1.082000000000022,15.0,1.2049999999999983,1.2049999999999983,18.0,2.603999999999999,2.3259999999999934,36.608999999999995,29.0,1.6679999999999993,1.1209999999999951,33.0,4.341999999999999,4.283000000000001,39.629000000000005,51.0,2.4180000000000064,1.9570000000000078,26.0,5.822000000000003,5.822000000000003,44.040000000000006,25.0,1.5820000000000078,1.5390000000000015,25.0,7.052999999999997,7.052999999999997,31.305000000000007,27.0,1.2770000000000152,1.2309999999999945,54.701,51.567,15.194722222222223,1.4502777777777762,41.0,88.0,1994-08-31T00:00:00,ME,GUTIERREZ VILLEGAS,Rafael,1197024565271605,COL,CCh,GUTIERREZ VILLEGAS Rafael,0,59,GUTIERREZ VI,53,51960000,COL19940831,18,10007692787,IJS,2163,IJ RACING-SICK COMPONENTS,59,23
25,8,1008,LUCAS Dean,41,48.042,85.962,126.775,171.797,204.027,8,151,Finished,10008103322,,35.0,26.0,47.016,83.199,121.988,166.036,198.235,48.0,15.0,Finished,35.0,-5.791999999999973,29.0,2.024000000000001,0.9010000000000034,32.0,2.997,2.0889999999999986,37.92,45.0,1.7809999999999988,1.1879999999999953,47.0,4.925000000000011,3.929000000000002,40.813,68.0,2.3400000000000034,1.8400000000000034,35.0,6.746000000000009,5.814999999999998,45.02199999999999,30.0,2.2690000000000055,1.8859999999999957,41.0,8.137,7.498999999999995,32.22999999999999,67.0,1.789999999999992,1.6839999999999975,29.0,1.759999999999998,1.759999999999998,23.0,2.733000000000004,2.4549999999999983,36.183,21.0,1.2420000000000044,0.6950000000000003,21.0,3.6310000000000002,3.5720000000000027,38.789,25.0,1.578000000000003,1.1170000000000044,19.0,5.119,5.119,44.048,26.0,1.5900000000000034,1.546999999999997,26.0,7.244,7.244,32.19900000000001,50.0,2.1710000000000207,2.125,57.086000000000006,55.172,15.857222222222225,0.7877777777777748,15.0,27.0,1995-05-02T00:00:00,ME,LUCAS,Dean,1197024565271560,AUS,,LUCAS Dean,0,8,LUCAS D,8,50610000,AUS19950502,11,10008103322,IFR,2029,INTENSE FACTORY RACING,8,23
26,33,1033,VERNON Taylor,47,48.928,86.762,127.364,172.823,205.026,30,129,Finished,10008728667,,34.0,27.0,46.945,83.12,122.64,167.191,198.364,13.0,50.0,Finished,34.0,-6.662000000000006,62.0,2.9099999999999966,1.786999999999999,53.0,3.796999999999997,2.888999999999996,37.834,38.0,1.6950000000000003,1.1019999999999968,56.0,5.51400000000001,4.518000000000001,40.602000000000004,58.0,2.129000000000005,1.6290000000000049,47.0,7.77200000000002,6.841000000000008,45.459,40.0,2.7060000000000173,2.3230000000000075,47.0,9.136000000000024,8.498000000000019,32.203,65.0,1.7630000000000052,1.6570000000000107,26.0,1.689,1.689,20.0,2.6540000000000106,2.3760000000000048,36.175000000000004,18.0,1.2340000000000089,0.6870000000000047,31.0,4.283000000000001,4.224000000000004,39.519999999999996,47.0,2.3089999999999975,1.847999999999999,28.0,6.274000000000001,6.274000000000001,44.551,35.0,2.0930000000000035,2.049999999999997,27.0,7.3729999999999905,7.3729999999999905,31.173000000000002,23.0,1.1450000000000102,1.0989999999999895,54.753,53.519,15.209166666666667,1.435833333333333,40.0,59.0,1996-09-12T00:00:00,ME,VERNON,Taylor,1197024565271582,GBR,,VERNON Taylor,0,33,VERNON T,30,51270000,GBR19960912,49,10008728667,UFR,3170,UNNO FACTORY RACING,33,21
27,72,1072,LEIVSSON Isak,12,48.402,85.087,125.38,169.907,200.347,63,96,Finished,10007422100,13.0,33.0,28.0,47.993,84.172,122.953,167.677,198.412,43.0,20.0,Finished,46.0,-1.9350000000000023,43.0,2.3840000000000003,1.2610000000000028,19.0,2.122,1.2139999999999986,36.685,5.0,0.5459999999999994,-0.04700000000000415,24.0,3.530000000000001,2.533999999999992,40.29299999999999,53.0,1.8199999999999932,1.3199999999999932,19.0,4.856000000000023,3.9250000000000114,44.527000000000015,19.0,1.7740000000000293,1.3910000000000196,12.0,4.457000000000022,3.819000000000017,30.439999999999998,1.0,0.0,-0.10599999999999454,54.0,2.737000000000002,2.737000000000002,38.0,3.706000000000003,3.4279999999999973,36.178999999999995,19.0,1.2379999999999995,0.6909999999999954,36.0,4.596000000000004,4.537000000000006,38.781000000000006,24.0,1.5700000000000074,1.1090000000000089,34.0,6.759999999999991,6.759999999999991,44.72399999999999,38.0,2.265999999999991,2.2229999999999848,28.0,7.420999999999992,7.420999999999992,30.735000000000014,15.0,0.707000000000022,0.6610000000000014,55.638999999999996,54.071999999999996,15.455277777777777,1.1897222222222226,34.0,49.0,1993-10-17T00:00:00,ME,LEIVSSON,Isak,1197024565271615,NOR,NCh,LEIVSSON Isak,0,72,LEIVSSON I,63,52260000,NOR19931017,58,10007422100,,0,,0,24
28,30,1030,FIGARET Faustin,25,47.83,85.625,125.657,170.362,202.303,27,132,Finished,10007327221,,32.0,29.0,46.472,83.217,122.276,166.637,198.438,32.0,31.0,Finished,32.0,-3.865000000000009,23.0,1.8119999999999976,0.6890000000000001,27.0,2.6599999999999966,1.7519999999999953,37.795,37.0,1.6559999999999988,1.0629999999999953,30.0,3.807000000000002,2.810999999999993,40.032,39.0,1.5589999999999975,1.0589999999999975,24.0,5.311000000000007,4.3799999999999955,44.705,25.0,1.9520000000000124,1.5690000000000026,25.0,6.413000000000011,5.775000000000006,31.941000000000003,51.0,1.5010000000000048,1.3950000000000102,16.0,1.216000000000001,1.216000000000001,24.0,2.7510000000000048,2.472999999999999,36.745,31.0,1.804000000000002,1.256999999999998,23.0,3.918999999999997,3.8599999999999994,39.059,34.0,1.847999999999999,1.3870000000000005,25.0,5.719999999999999,5.719999999999999,44.361000000000004,30.0,1.9030000000000058,1.8599999999999994,29.0,7.446999999999974,7.446999999999974,31.800999999999988,39.0,1.7729999999999961,1.7269999999999754,55.895,53.958,15.52638888888889,1.1186111111111092,31.0,51.0,1993-11-07T00:00:00,ME,FIGARET,Faustin,1197024565271579,FRA,,FIGARET Faustin,0,30,FIGARET F,27,51180000,FRA19931107,44,10007327221,RFD,1170,RADON FACTORY DH RACING,30,24
