,BirthDate,CategoryCode,FamilyName,GivenName,Id,Nation,Outfit,PrintName,Protected,RaceId,RaceNr,ScoreboardName,StartOrder,StartTime,UciCode,UciRank,UciRiderId,UciTeamCode,UciTeamId,UciTeamName,WorldCupRank,Age
2027,1993-03-19T00:00:00,WE,HORVAT,Spela,1197024565271800,SLO,,HORVAT Spela,False,0,27,HORVAT S,25,49320000,SLO19930319,49,10007478074,,0,,0,25
2028,1999-11-17T00:00:00,WE,LESOIN,Flora,1197024565271801,FRA,,LESOIN Flora,False,0,28,LESOIN F,26,49350000,FRA19991117,51,10009734134,,0,,0,18
2029,1990-02-17T00:00:00,WE,BARTOVA,Jana,1197024565271802,CZE,NCh,BARTOVA Jana,False,0,29,BARTOVA J,27,49380000,CZE19900217,54,10007709763,,0,,0,28
2030,1991-06-07T00:00:00,WE,WECHSELBERGER,Simone,1197024565271803,AUT,,WECHSELBERGER Simone,False,0,30,WECHSELBERGE,28,49410000,AUT19910607,56,10010670384,,0,,0,27
2031,1998-11-25T00:00:00,WE,HOGIE,Abigail,1197024565271804,USA,,HOGIE Abigail,False,0,31,HOGIE A,29,49440000,USA19981125,77,10054388890,,0,,0,19
2032,1991-06-01T00:00:00,WE,JIRKOVA,Simona,1197024565271805,CZE,,JIRKOVA Simona,False,0,32,JIRKOVA S,30,49470000,CZE19910601,79,10008193551,,0,,0,27
2033,1993-08-01T00:00:00,WE,SCHWEMMER,Kim,1197024565271806,GER,,SCHWEMMER Kim,False,0,33,SCHWEMMER K,31,49500000,GER19930801,86,10007401686,,0,,0,24
2034,1985-12-29T00:00:00,WE,SKALWOLD,Ella,1197024565271807,USA,,SKALWOLD Ella,False,0,34,SKALWOLD E,32,49530000,USA19851229,97,10060355303,,0,,0,32
2035,1984-06-12T00:00:00,WE,CHOU,Pei Ni,1197024565271808,TPE,N,CHOU Pei Ni,False,0,35,CHOU P,33,49560000,TPE19840612,103,10003547049,,0,,0,34
2036,1999-01-29T00:00:00,WE,MISSIAGGIA,Alessia,1197024565271809,ITA,,MISSIAGGIA Alessia,False,0,36,MISSIAGGIA A,34,49590000,ITA19990129,105,10011213786,,0,,0,19
2037,1990-03-01T00:00:00,WE,BALANCHE,Camille,1197024565271810,SUI,,BALANCHE Camille,False,0,37,BALANCHE C,35,49620000,SUI19900301,108,10016567984,,0,,0,28
2038,1998-10-06T00:00:00,WE,TUTT,Aston,1197024565271811,GBR,,TUTT Aston,False,0,38,TUTT A,36,49650000,GBR19981006,144,10010911975,,0,,0,19
2039,1999-05-13T00:00:00,WE,GREEN,Sumayyah,1197024565271812,GBR,,GREEN Sumayyah,False,0,39,GREEN S,37,49680000,GBR19990513,182,10016172712,,0,,0,19
2040,1998-12-05T00:00:00,WE,BATTOLLA,Eva,1197024565271813,SUI,,BATTOLLA Eva,False,0,40,BATTOLLA E,38,49710000,SUI19981205,194,10010936631,,0,,17,19
2041,1998-03-14T00:00:00,WE,BELL,Cairn,1197024565271814,GBR,N,BELL Cairn,False,0,41,BELL C,39,49740000,GBR19980314,291,10011212069,,0,,0,20
2042,1996-11-07T00:00:00,WE,OLSTAM,Linn,1197024565271815,SWE,N,OLSTAM Linn,False,0,42,OLSTAM L,40,49770000,SWE19961107,0,10014062556,,0,,0,21
2043,1987-07-09T00:00:00,WE,GEHRIG,Carolin,1197024565271816,SUI,N,GEHRIG Carolin,False,0,43,GEHRIG C,41,49800000,SUI19870709,0,10006989842,,0,,0,30
