,bib,id,name,q_rank,q_speed,q_split1,q_split2,q_split3,q_split4,q_split5,q_start,q_start_rev,q_status,uci,q_points,r_points,rank,speed,split1,split2,split3,split4,split5,start,start_rev,status,points,qr_diff,q_split1_rank,q_split1_vs_best,q_split1_vs_winner,q_split2_rank,q_split2_vs_best,q_split2_vs_winner,q_split2_sector,q_split2_sector_rank,q_split2_sector_vs_best,q_split2_sector_vs_winner,q_split3_rank,q_split3_vs_best,q_split3_vs_winner,q_split3_sector,q_split3_sector_rank,q_split3_sector_vs_best,q_split3_sector_vs_winner,q_split4_rank,q_split4_vs_best,q_split4_vs_winner,q_split4_sector,q_split4_sector_rank,q_split4_sector_vs_best,q_split4_sector_vs_winner,q_split5_rank,q_split5_vs_best,q_split5_vs_winner,q_split5_sector,q_split5_sector_rank,q_split5_sector_vs_best,q_split5_sector_vs_winner,split1_rank,split1_vs_best,split1_vs_winner,split2_rank,split2_vs_best,split2_vs_winner,split2_sector,split2_sector_rank,split2_sector_vs_best,split2_sector_vs_winner,split3_rank,split3_vs_best,split3_vs_winner,split3_sector,split3_sector_rank,split3_sector_vs_best,split3_sector_vs_winner,split4_rank,split4_vs_best,split4_vs_winner,split4_sector,split4_sector_rank,split4_sector_vs_best,split4_sector_vs_winner,split5_rank,split5_vs_best,split5_vs_winner,split5_sector,split5_sector_rank,split5_sector_vs_best,split5_sector_vs_winner,speed_ms,speed_ms_vs_best,speed_rank,q_speed_rank,BirthDate,CategoryCode,FamilyName,GivenName,Id,Nation,Outfit,PrintName,Protected,RaceId,RaceNr,ScoreboardName,StartOrder,StartTime,UciCode,UciRank,UciRiderId,UciTeamCode,UciTeamId,UciTeamName,WorldCupRank,Age
10,4,2004,CABIROU Marine,39,0.0,,,,,,4,38,DNF,10009563069,,45.0,11.0,0.0,58.361,104.181,147.22,201.998,240.655,9.0,9.0,Finished,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,7.267999999999994,7.267999999999994,12.0,11.338999999999999,11.338999999999999,45.82,14.0,4.563000000000002,4.071000000000005,10.0,12.209000000000003,12.209000000000003,43.039,5.0,0.8700000000000045,0.8700000000000045,11.0,16.489000000000004,15.98599999999999,54.77799999999999,10.0,4.781000000000006,3.776999999999987,11.0,19.51400000000001,19.51400000000001,38.65700000000001,11.0,4.243000000000023,3.52800000000002,0.0,10.994444444444444,14.0,13.0,1997-03-12T00:00:00,WE,CABIROU,Marine,1197024565271779,FRA,,CABIROU Marine,False,0,4,CABIROU M,4,48690000,FRA19970312,4,10009563069,VVR,2096,VOULVOUL RACING,4,21
11,10,2010,SALAZAR Mariana,8,46.71,57.621,103.15,148.447,204.071,240.985,9,33,Finished,10007687838,12.0,35.0,12.0,36.91,54.735,104.797,149.821,206.705,243.56,12.0,6.0,Finished,47.0,2.5749999999999886,6.0,5.164999999999999,-16.958999999999996,6.0,5.319000000000003,-13.791999999999987,45.529,9.0,3.1670000000000087,3.1670000000000087,8.0,8.721000000000004,-11.818999999999988,45.297,13.0,3.402000000000001,1.972999999999999,10.0,12.329999999999984,-8.835000000000008,55.623999999999995,13.0,4.026999999999987,2.9839999999999804,8.0,13.757000000000005,-8.903999999999996,36.914000000000016,4.0,1.427000000000021,-0.0689999999999884,4.0,3.641999999999996,3.641999999999996,13.0,11.954999999999998,11.954999999999998,50.062,15.0,8.805,8.313000000000002,13.0,14.810000000000002,14.810000000000002,45.024,13.0,2.855000000000004,2.855000000000004,12.0,21.196000000000026,20.693000000000012,56.884000000000015,14.0,6.887000000000029,5.88300000000001,12.0,22.41900000000001,22.41900000000001,36.85499999999999,8.0,2.4410000000000025,1.725999999999999,10.252777777777776,0.7416666666666671,11.0,11.0,1994-05-06T00:00:00,WE,SALAZAR,Mariana,1197024565271784,ESA,,SALAZAR Mariana,False,0,10,SALAZAR M,9,48840000,ESA19940506,23,10007687838,DOR,1867,DORVAL AM,10,24
12,37,2037,BALANCHE Camille,15,47.38,60.844,108.565,154.175,211.22,249.466,35,7,Finished,10016567984,,25.0,13.0,38.24,57.276,102.568,147.244,210.89,250.047,1.0,17.0,Finished,25.0,0.5809999999999889,18.0,8.387999999999998,-13.735999999999997,18.0,10.733999999999995,-8.376999999999995,47.721,17.0,5.359000000000002,5.359000000000002,16.0,14.449000000000012,-6.09099999999998,45.610000000000014,18.0,3.7150000000000176,2.2860000000000156,16.0,19.478999999999985,-1.686000000000007,57.04499999999999,18.0,5.447999999999979,4.404999999999973,15.0,22.238,-0.4230000000000018,38.24600000000001,12.0,2.7590000000000146,1.2630000000000052,12.0,6.183,6.183,11.0,9.725999999999999,9.725999999999999,45.291999999999994,12.0,4.034999999999997,3.5429999999999993,11.0,12.233000000000004,12.233000000000004,44.676,10.0,2.507000000000005,2.507000000000005,13.0,25.381,24.877999999999986,63.64599999999999,15.0,13.649000000000001,12.644999999999982,13.0,28.906000000000006,28.906000000000006,39.15700000000001,15.0,4.743000000000023,4.02800000000002,10.622222222222224,0.37222222222222,4.0,9.0,1990-03-01T00:00:00,WE,BALANCHE,Camille,1197024565271810,SUI,,BALANCHE Camille,False,0,37,BALANCHE C,35,49620000,SUI19900301,108,10016567984,,0,,0,28
13,15,2015,RUBESAM Sandra,14,44.45,58.903,105.097,152.644,208.205,247.794,14,28,Finished,10052523258,,15.0,14.0,39.58,75.198,119.256,165.139,219.952,258.827,2.0,16.0,Finished,15.0,11.032999999999987,11.0,6.446999999999996,-15.677,12.0,7.265999999999991,-11.844999999999999,46.193999999999996,14.0,3.8320000000000007,3.8320000000000007,14.0,12.918000000000006,-7.621999999999986,47.54700000000001,29.0,5.652000000000015,4.223000000000013,14.0,16.464,-4.700999999999993,55.56100000000001,12.0,3.9639999999999986,2.9209999999999923,14.0,20.566000000000003,-2.094999999999999,39.589,20.0,4.102000000000004,2.6059999999999945,14.0,24.10499999999999,24.10499999999999,14.0,26.414,26.414,44.05800000000001,6.0,2.801000000000009,2.3090000000000117,14.0,30.128000000000014,30.128000000000014,45.88300000000001,15.0,3.714000000000013,3.714000000000013,14.0,34.44300000000001,33.94,54.81299999999999,11.0,4.8160000000000025,3.8119999999999834,14.0,37.68600000000001,37.68600000000001,38.875,14.0,4.461000000000013,3.7460000000000093,10.994444444444444,0.0,1.0,12.0,1988-02-10T00:00:00,WE,RUBESAM,Sandra,1197024565271789,GER,,RUBESAM Sandra,False,0,15,RUBESAM S,14,48990000,GER19880210,21,10052523258,,0,,15,30
14,19,2019,HOFFMANN Nina Charlott,10,47.34,58.771,104.343,150.121,204.686,242.111,17,25,Finished,10015887065,5.0,5.0,15.0,37.42,76.764,121.498,166.436,220.964,259.262,6.0,12.0,Finished,10.0,17.15100000000001,10.0,6.314999999999998,-15.808999999999997,9.0,6.5120000000000005,-12.59899999999999,45.572,10.0,3.210000000000008,3.210000000000008,12.0,10.39500000000001,-10.144999999999982,45.778000000000006,20.0,3.8830000000000098,2.4540000000000077,11.0,12.944999999999993,-8.219999999999999,54.565,10.0,2.9679999999999893,1.924999999999983,10.0,14.882999999999981,-7.77800000000002,37.42499999999998,8.0,1.9379999999999882,0.44199999999997885,15.0,25.670999999999992,25.670999999999992,15.0,28.656000000000006,28.656000000000006,44.73400000000001,11.0,3.477000000000011,2.9850000000000136,15.0,31.42500000000001,31.42500000000001,44.938,11.0,2.7690000000000055,2.7690000000000055,15.0,35.45500000000001,34.952,54.52799999999999,9.0,4.531000000000006,3.526999999999987,15.0,38.12100000000001,38.12100000000001,38.298,10.0,3.8840000000000146,3.169000000000011,10.394444444444446,0.5999999999999979,7.0,10.0,1996-08-02T00:00:00,WE,HOFFMANN,Nina Charlott,1197024565271792,GER,,HOFFMANN Nina Charlott,False,0,19,HOFFMANN N,17,49080000,GER19960802,26,10015887065,,0,,0,21
15,3,2003,SEAGRAVE Tahnee,1,,53.771,97.831,139.726,191.741,227.228,3,39,Finished,10007414016,50.0,,,,,,,,,,,,50.0,,2.0,1.3149999999999977,-20.808999999999997,1.0,0.0,-19.11099999999999,44.06,3.0,1.6980000000000075,1.6980000000000075,1.0,0.0,-20.539999999999992,41.894999999999996,1.0,0.0,-1.429000000000002,1.0,0.0,-21.164999999999992,52.015000000000015,2.0,0.41800000000000637,-0.625,1.0,0.0,-22.661,35.486999999999995,1.0,0.0,-1.4960000000000093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-06-15T00:00:00,WE,SEAGRAVE,Tahnee,1197024565271778,GBR,,SEAGRAVE Tahnee,False,0,3,SEAGRAVE T,3,48660000,GBR19950615,2,10007414016,FMD,1863,TRANSITION BIKES / MUC-OFF FACTORY RACING,3,23
16,43,2043,GEHRIG Carolin,11,,58.763,104.843,149.718,203.947,242.63,41,1,Finished,10006989842,,,,,,,,,,,,,0.0,,9.0,6.306999999999995,-15.817,11.0,7.0120000000000005,-12.09899999999999,46.080000000000005,13.0,3.7180000000000106,3.7180000000000106,10.0,9.99199999999999,-10.548000000000002,44.874999999999986,10.0,2.9799999999999898,1.5509999999999877,9.0,12.205999999999989,-8.959000000000003,54.22900000000001,7.0,2.632000000000005,1.5889999999999986,11.0,15.401999999999987,-7.2590000000000146,38.68299999999999,14.0,3.195999999999998,1.6999999999999886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987-07-09T00:00:00,WE,GEHRIG,Carolin,1197024565271816,SUI,N,GEHRIG Carolin,False,0,43,GEHRIG C,41,49800000,SUI19870709,0,10006989842,,0,,0,30
17,26,2026,HUBSCHER Janine,17,,60.935,108.132,154.855,211.147,250.435,24,18,Finished,10059628813,,,,,,,,,,,,,0.0,,19.0,8.479,-13.644999999999996,16.0,10.301000000000002,-8.809999999999988,47.197,16.0,4.835000000000008,4.835000000000008,17.0,15.12899999999999,-5.411000000000001,46.722999999999985,25.0,4.827999999999989,3.3989999999999867,15.0,19.405999999999977,-1.7590000000000146,56.292,16.0,4.694999999999993,3.651999999999987,17.0,23.206999999999994,0.5459999999999923,39.28800000000001,19.0,3.801000000000016,2.305000000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-11-15T00:00:00,WE,HUBSCHER,Janine,1197024565271799,SUI,,HUBSCHER Janine,False,0,26,HUBSCHER J,24,49290000,SUI19961115,47,10059628813,,0,,0,21
18,21,2021,DELEST Agnes,18,,60.948,107.403,155.571,211.734,252.159,19,23,Finished,10006981455,,,,,,,,,,,,,0.0,,20.0,8.491999999999997,-13.631999999999998,15.0,9.572000000000003,-9.538999999999987,46.455000000000005,15.0,4.093000000000011,4.093000000000011,19.0,15.844999999999999,-4.694999999999993,48.16799999999999,32.0,6.272999999999996,4.843999999999994,17.0,19.992999999999995,-1.171999999999997,56.16300000000001,15.0,4.5660000000000025,3.522999999999996,18.0,24.930999999999983,2.269999999999982,40.42499999999998,25.0,4.937999999999988,3.441999999999979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993-11-12T00:00:00,WE,DELEST,Agnes,1197024565271794,FRA,,DELEST Agnes,False,0,21,DELEST A,19,49140000,FRA19931112,31,10006981455,,0,,0,24
19,13,2013,MILLER Miranda,19,,59.053,108.356,153.751,213.054,252.788,12,30,Finished,10005872726,,,,,,,,,,,,,0.0,,12.0,6.596999999999994,-15.527000000000001,17.0,10.524999999999991,-8.585999999999999,49.303,23.0,6.9410000000000025,6.9410000000000025,15.0,14.025000000000006,-6.514999999999986,45.39500000000001,15.0,3.500000000000014,2.071000000000012,19.0,21.312999999999988,0.14799999999999613,59.303,27.0,7.705999999999989,6.6629999999999825,19.0,25.560000000000002,2.899000000000001,39.73400000000001,22.0,4.247000000000014,2.7510000000000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990-03-02T00:00:00,WE,MILLER,Miranda,1197024565271787,CAN,WCh,MILLER Miranda,False,0,13,MILLER M,12,48930000,CAN19900302,9,10005872726,SGR,1667,SPECIALIZED GRAVITY,13,28
20,25,2025,MOLLOY Tegan,20,,63.246,111.549,156.748,216.372,254.473,23,19,Finished,10008826980,,,,,,,,,,,,,0.0,,28.0,10.79,-11.333999999999996,24.0,13.718000000000004,-5.3929999999999865,48.303000000000004,19.0,5.94100000000001,5.94100000000001,22.0,17.02199999999999,-3.5180000000000007,45.198999999999984,12.0,3.303999999999988,1.8749999999999858,22.0,24.631,3.466000000000008,59.624000000000024,28.0,8.027000000000015,6.984000000000009,20.0,27.245000000000005,4.584000000000003,38.101,11.0,2.6140000000000043,1.117999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-01-18T00:00:00,WE,MOLLOY,Tegan,1197024565271798,AUS,,MOLLOY Tegan,False,0,25,MOLLOY T,23,49260000,AUS19960118,42,10008826980,KON,1012,KONA FACTORY TEAM,0,22
