,BirthDate,CategoryCode,FamilyName,GivenName,Id,Nation,Outfit,PrintName,Protected,RaceId,RaceNr,ScoreboardName,StartOrder,StartTime,UciCode,UciRank,UciRiderId,UciTeamCode,UciTeamId,UciTeamName,WorldCupRank,Age
1036,1994-01-24T00:00:00,ME,RIESCO,Forrest,1196298715793449,CAN,,RIESCO Forrest,False,0,36,RIESCO F,36,51450000,CAN19940124,108,10008550734,,0,,36,24
1037,1994-12-20T00:00:00,ME,COULANGES,Benoit,1196298715793450,FRA,,COULANGES Benoit,False,0,37,COULANGES B,37,51480000,FRA19941220,40,10008194359,DOR,1867,DORVAL AM NICOLAI,37,23
1038,1983-11-21T00:00:00,ME,HANNAH,Michael,1196298715793451,AUS,,HANNAH Michael,False,0,38,HANNAH M,38,51510000,AUS19831121,24,10002815812,URT,1608,POLYGON UR,38,34
1039,1988-10-28T00:00:00,ME,BLENKINSOP,Samuel,1196298715793452,NZL,,BLENKINSOP Samuel,False,0,39,BLENKINSOP S,39,51540000,NZL19881028,47,10004485929,NFR,2013,NORCO FACTORY RACING,39,29
1041,1997-09-20T00:00:00,ME,REVELLI,Loris,1196298715793453,ITA,,REVELLI Loris,False,0,41,REVELLI L,40,51570000,ITA19970920,17,10009443942,ABD,2027,AB DEVINCI ITALY,41,20
1042,1991-01-16T00:00:00,ME,PARDAL,Francisco,1196298715793454,POR,N,PARDAL Francisco,False,0,42,PARDAL F,41,51600000,POR19910116,60,10006818171,,0,,42,27
1043,1992-04-09T00:00:00,ME,BRANNIGAN,George,1196298715793455,NZL,,BRANNIGAN George,False,0,43,BRANNIGAN G,42,51630000,NZL19920409,25,10006834339,CVN,1590,COMMENCAL / VALLNORD,43,26
1044,1995-07-16T00:00:00,ME,BICA,Vasco,1196298715793456,POR,NCh,BICA Vasco,False,0,44,BICA V,43,51660000,POR19950716,46,10008101706,,0,,44,22
1045,1994-08-05T00:00:00,ME,PONS,Melvin,1196298715793457,FRA,,PONS Melvin,False,0,45,PONS M,44,51690000,FRA19940805,83,10007714514,USC,1875,US CAGNES VTT,45,23
1046,1992-05-30T00:00:00,ME,NORTON,Dakotah,1196298715793458,USA,,NORTON Dakotah,False,0,46,NORTON D,45,51720000,USA19920530,132,10010038167,,0,,46,26
1047,1989-08-18T00:00:00,ME,MASTERS,Edward,1196298715793459,NZL,,MASTERS Edward,False,0,47,MASTERS E,46,51750000,NZL19890818,51,10005560003,BGM,1936,BERGAMONT FACTORY TEAM,47,28
1048,1997-10-05T00:00:00,ME,DICKSON,Jacob,1196298715793460,IRL,,DICKSON Jacob,False,0,48,DICKSON J,47,51780000,IRL19971005,68,10009453642,GMT,1329,GIANT FACTORY OFF-ROAD TEAM,48,20
1049,1992-06-08T00:00:00,ME,WILLIAMSON,Greg,1196298715793461,GBR,NCh,WILLIAMSON Greg,False,0,49,WILLIAMSON G,48,51810000,GBR19920608,15,10006909111,CUG,2099,CUBE GLOBAL SQUAD PROTECTED BY BLISS,49,26
1050,1994-11-03T00:00:00,ME,VIEIRA,Roger,1196298715793462,BRA,,VIEIRA Roger,False,0,50,VIEIRA R,49,51840000,BRA19941103,96,10009164258,,0,,50,23
1051,1996-06-11T00:00:00,ME,WILSON,Reece,1196298715793463,GBR,,WILSON Reece,False,0,51,WILSON R,50,51870000,GBR19960611,111,10009563271,BGM,1936,BERGAMONT FACTORY TEAM,51,22
1052,1990-09-12T00:00:00,ME,GARLICKI,Stefan,1196298715793464,RSA,NCh,GARLICKI Stefan,False,0,52,GARLICKI S,51,51900000,RSA19900912,58,10006796549,,0,,52,27
1053,1991-09-20T00:00:00,ME,HART,Danny,1196298715793465,GBR,WCh,HART Danny,False,0,53,HART D,52,51930000,GBR19910920,1,10005470073,MSR,1009,MS MONDRAKER TEAM,53,26
1054,1986-02-06T00:00:00,ME,GEORGES,Pierre Charles,1196298715793466,FRA,,GEORGES Pierre Charles,False,0,54,GEORGES P,53,51960000,FRA19860206,180,10003687394,CLB,1596,COMMENCAL - LAC BLANC,54,32
1056,1993-05-01T00:00:00,ME,LUKASIK,Slawomir,1196298715793467,POL,NCh,LUKASIK Slawomir,False,0,56,LUKASIK S,54,51990000,POL19930501,10,10007405932,NSR,2039,NS-BIKES FACTORY RACING,56,25
1057,1994-06-09T00:00:00,ME,SEHNAL,Stanislav,1196298715793468,CZE,,SEHNAL Stanislav,False,0,57,SEHNAL S,55,52020000,CZE19940609,45,10007710571,,0,,57,24
1058,1998-01-06T00:00:00,ME,HEAP,Elliott,1196298715793469,GBR,,HEAP Elliott,False,0,58,HEAP E,56,52050000,GBR19980106,78,10009843965,CRM,1432,CHAIN REACTION CYCLES / MAVIC,58,20
1059,1995-01-11T00:00:00,ME,ATWILL,Philip,1196298715793470,GBR,,ATWILL Philip,False,0,59,ATWILL P,57,52080000,GBR19950111,81,10008059064,PDZ,1527,PROPAIN DIRT ZELVY,59,23
1060,1996-10-17T00:00:00,ME,LESLIE,Shane,1196298715793471,USA,,LESLIE Shane,False,0,60,LESLIE S,58,52110000,USA19961017,31,10008863962,DFT,2165,DEFIANT RACING,60,21
1061,1993-08-08T00:00:00,ME,PIERRON,Baptiste,1196298715793472,FRA,,PIERRON Baptiste,False,0,61,PIERRON B,59,52140000,FRA19930808,30,10008586504,VVR,2096,VV RACING,61,24
1062,1989-11-25T00:00:00,ME,BUTTON,Joshua,1196298715793473,AUS,CCh,BUTTON Joshua,False,0,62,BUTTON J,60,52170000,AUS19891125,37,10005767844,KON,1012,KONA FACTORY TEAM,62,28
1063,1991-07-21T00:00:00,ME,JAUCH,Jasper,1196298715793474,GER,,JAUCH Jasper,False,0,63,JAUCH J,61,52200000,GER19910721,131,10007455745,,0,,63,26
1064,1998-06-26T00:00:00,ME,FREW,Jackson,1196298715793475,AUS,,FREW Jackson,False,0,64,FREW J,62,52230000,AUS19980626,187,10009895802,GTR,2103,GT FACTORY RACING,64,19
1065,1996-09-12T00:00:00,ME,VERNON,Taylor,1196298715793476,GBR,,VERNON Taylor,False,0,65,VERNON T,63,52260000,GBR19960912,72,10008728667,UTT,1961,UNIOR TOOLS TEAM,65,21
1066,1987-04-18T00:00:00,ME,MASTERS,Wyn,1196298715793477,NZL,,MASTERS Wyn,False,0,66,MASTERS W,64,52290000,NZL19870418,61,10004406107,GTR,2103,GT FACTORY RACING,66,31
1068,1995-08-21T00:00:00,ME,NIEDERBERGER,Noel,1196298715793478,SUI,,NIEDERBERGER Noel,False,0,68,NIEDERBERGER,65,52320000,SUI19950821,70,10007568913,NSR,2039,NS-BIKES FACTORY RACING,68,22
1069,1990-02-12T00:00:00,ME,DALE,Sam,1196298715793479,GBR,,DALE Sam,False,0,69,DALE S,66,52350000,GBR19900212,183,10005778554,GTR,2103,GT FACTORY RACING,69,28
1070,1996-10-09T00:00:00,ME,LEVESQUE,Dylan,1196298715793480,FRA,,LEVESQUE Dylan,False,0,70,LEVESQUE D,67,52380000,FRA19961009,62,10008831731,ADH,2102,ADDICTION DOWNHILL TEAM,70,21
1071,1984-10-30T00:00:00,ME,RUFFIN,Thibaut,1196298715793481,FRA,NCh,RUFFIN Thibaut,False,0,71,RUFFIN T,68,52410000,FRA19841030,57,10003396293,CVN,1590,COMMENCAL / VALLNORD,71,33
1072,1994-09-15T00:00:00,ME,LARBEYOU,Guillaume,1196298715793482,FRA,,LARBEYOU Guillaume,False,0,72,LARBEYOU G,69,52440000,FRA19940915,228,10008175969,,0,,72,23
1073,1997-05-20T00:00:00,ME,LALY,Thibault,1196298715793483,FRA,,LALY Thibault,False,0,73,LALY T,70,52470000,FRA19970520,241,10009533464,ADH,2102,ADDICTION DOWNHILL TEAM,73,21
1074,1990-07-04T00:00:00,ME,SMITH,Joseph,1196298715793484,GBR,,SMITH Joseph,False,0,74,SMITH J,71,52500000,GBR19900704,64,10005852518,NFR,2013,NORCO FACTORY RACING,74,27
1076,1995-05-02T00:00:00,ME,LUCAS,Dean,1196298715793485,AUS,,LUCAS Dean,False,0,76,LUCAS D,72,52530000,AUS19950502,59,10008103322,IFR,2029,INTENSE FACTORY RACING,76,23
1077,1991-06-29T00:00:00,ME,RUFFIN,Gaetan,1196298715793486,FRA,,RUFFIN Gaetan,False,0,77,RUFFIN G,73,52560000,FRA19910629,102,10007305090,CVN,1590,COMMENCAL / VALLNORD,77,26
1079,1995-12-09T00:00:00,ME,COLOMBO,Francesco,1196298715793487,ITA,,COLOMBO Francesco,False,0,79,COLOMBO F,74,52590000,ITA19951209,36,10008073010,ABD,2027,AB DEVINCI ITALY,79,22
1080,1998-10-22T00:00:00,ME,CEBALLOS OTALVARO,Steven,1196298715793488,COL,,CEBALLOS OTALVARO Steven,False,0,80,CEBALLOS OTA,75,52620000,COL19981022,71,10010818514,IJR,2163,IJ RACING-INTENSE CYCLES,80,19
1081,1994-08-31T00:00:00,ME,GUTIERREZ VILLEGAS,Rafael,1196298715793489,COL,CCh,GUTIERREZ VILLEGAS Rafael,False,0,81,GUTIERREZ VI,76,52650000,COL19940831,32,10007692787,IJR,2163,IJ RACING-INTENSE CYCLES,91,23
1082,1994-06-01T00:00:00,ME,TRUMMER,David,1196298715793490,AUT,,TRUMMER David,False,0,82,TRUMMER D,77,52680000,AUT19940601,38,10007713403,PDZ,1527,PROPAIN DIRT ZELVY,0,24
1083,1998-04-15T00:00:00,ME,VIGE,Gaetan,1196298715793491,FRA,,VIGE Gaetan,False,0,83,VIGE G,78,52710000,FRA19980415,44,10009826989,SVL,1448,SCOTT-VELOSOLUTIONS,86,20
1084,1993-08-21T00:00:00,ME,KUSHIMA,Yuki,1196298715793492,JPN,CCh,KUSHIMA Yuki,False,0,84,KUSHIMA Y,79,52740000,JPN19930821,48,10007430281,,0,,0,24
1085,1988-03-04T00:00:00,ME,FISCHBACH,Johannes,1196298715793493,GER,,FISCHBACH Johannes,False,0,85,FISCHBACH J,80,52770000,GER19880304,53,10004475825,RFD,1170,RADON FACTORY DOWNHILL TEAM,92,30
1086,1990-11-26T00:00:00,ME,MCDOWALL,Kirk,1196298715793494,CAN,NCh,MCDOWALL Kirk,False,0,86,MCDOWALL K,81,52800000,CAN19901126,65,10008617119,,0,,0,27
1087,1995-04-14T00:00:00,ME,BARANEK,Rastislav,1196298715793495,SVK,,BARANEK Rastislav,False,0,87,BARANEK R,82,52830000,SVK19950414,75,10008169808,KFT,2232,KELLYS FACTORY TEAM,0,23
1089,1998-03-19T00:00:00,ME,MANSON,Magnus,1196298715793496,CAN,,MANSON Magnus,False,0,89,MANSON M,83,52860000,CAN19980319,77,10009819313,,0,,0,20
1090,1996-11-05T00:00:00,ME,WRIGHT,Keegan,1196298715793497,NZL,NCh,WRIGHT Keegan,False,0,90,WRIGHT K,84,52890000,NZL19961105,79,10009539831,,0,,93,21
1092,1993-01-16T00:00:00,ME,MUDD,Graeme,1196298715793498,AUS,,MUDD Graeme,False,0,92,MUDD G,85,52920000,AUS19930116,82,10007244264,TDH,1598,TREK FACTORY RACING DH,84,25
1093,1994-01-18T00:00:00,ME,STEPANEK,Ondrej,1196298715793499,CZE,,STEPANEK Ondrej,False,0,93,STEPANEK O,86,52950000,CZE19940118,85,10007713706,,0,,0,24
1094,1982-11-04T00:00:00,ME,VAUH,Miran,1196298715793500,SLO,,VAUH Miran,False,0,94,VAUH M,87,52980000,SLO19821104,88,10004274549,,0,,0,35
1095,1991-05-30T00:00:00,ME,MOLLOY,Harry,1196298715793501,GBR,,MOLLOY Harry,False,0,95,MOLLOY H,88,53010000,GBR19910530,90,10006816454,FPF,2238,FS PATROL FUNN,0,27
1096,1992-06-22T00:00:00,ME,GALLAGHER,Kenta,1196298715793502,GBR,,GALLAGHER Kenta,False,0,96,GALLAGHER K,89,53040000,GBR19920622,91,10006812616,URT,1608,POLYGON UR,0,25
1097,1995-11-26T00:00:00,ME,CAROLI,Jerome,1196298715793503,SUI,,CAROLI Jerome,False,0,97,CAROLI J,90,53070000,SUI19951126,97,10008172232,JCR,2234,JC RACING,94,22
1099,1991-10-15T00:00:00,ME,DICKERSON,Bryn,1196298715793504,NZL,,DICKERSON Bryn,False,0,99,DICKERSON B,91,53100000,NZL19911015,103,10006949022,FPF,2238,FS PATROL FUNN,0,26
1101,1990-03-24T00:00:00,ME,WALKER,Matthew,1196298715793505,NZL,,WALKER Matthew,False,0,101,WALKER M,92,53130000,NZL19900324,112,10005838875,CUG,2099,CUBE GLOBAL SQUAD PROTECTED BY BLISS,100,28
1102,1994-05-16T00:00:00,ME,PRYIMACHEK,Iegor,1196298715793506,UKR,NCh,PRYIMACHEK Iegor,False,0,102,PRYIMACHEK I,93,53160000,UKR19940516,113,10008164451,,0,,0,24
1103,1992-06-22T00:00:00,ME,MORGAN,Max,1196298715793507,USA,,MORGAN Max,False,0,103,MORGAN M,94,53190000,USA19920622,116,10008949848,,0,,0,25
1104,1992-12-13T00:00:00,ME,WEBER,Basil,1196298715793508,SUI,,WEBER Basil,False,0,104,WEBER B,95,53220000,SUI19921213,126,10007392895,,0,,0,25
1105,1998-03-09T00:00:00,ME,MORTON,Remy,1196298715793509,AUS,,MORTON Remy,False,0,105,MORTON R,96,53250000,AUS19980309,133,10009843864,,0,,99,20
1106,1997-10-29T00:00:00,ME,GRANDY,Silas,1196298715793510,GER,,GRANDY Silas,False,0,106,GRANDY S,97,53280000,GER19971029,139,10044339185,,0,,0,20
1107,1994-08-04T00:00:00,ME,CAIRE,Carlo,1196298715793511,ITA,,CAIRE Carlo,False,0,107,CAIRE C,98,53310000,ITA19940804,147,10007645705,ABD,2027,AB DEVINCI ITALY,0,23
1108,1992-09-12T00:00:00,ME,POSADA COLORADO,John Sebastian,1196298715793512,COL,,POSADA COLORADO John Sebastian,False,0,108,POSADA COLOR,99,53340000,COL19920912,149,10007376630,,0,,0,25
1109,1991-01-17T00:00:00,ME,PANDUR,Ziga,1196298715793513,SLO,,PANDUR Ziga,False,0,109,PANDUR Z,100,53370000,SLO19910117,152,10006826760,UTT,1961,UNIOR TOOLS TEAM,98,27
1110,1994-10-03T00:00:00,ME,KLEE,Felix,1196298715793514,SUI,,KLEE Felix,False,0,110,KLEE F,101,53400000,SUI19941003,154,10008552249,,0,,0,23
1111,1992-06-07T00:00:00,ME,IMOTO,Hajime,1196298715793515,JPN,,IMOTO Hajime,False,0,111,IMOTO H,102,53430000,JPN19920607,158,10006840908,,0,,0,26
1112,1996-12-23T00:00:00,ME,KHRIPUNOV,Vitaly,1196298715793516,RUS,NCh,KHRIPUNOV Vitaly,False,0,112,KHRIPUNOV V,103,53460000,RUS19961223,159,10009177190,,0,,0,21
1113,1991-11-12T00:00:00,ME,PETRUCCI,Francesco Danilo,1196298715793517,ITA,NCh,PETRUCCI Francesco Danilo,False,0,113,PETRUCCI F,104,53490000,ITA19911112,159,10006770681,GIT,1941,GRAVITALIA SQUADRA CORSE,0,26
1114,1995-04-27T00:00:00,ME,ZWAR,Oliver,1196298715793518,AUS,,ZWAR Oliver,False,0,114,ZWAR O,105,53520000,AUS19950427,178,10008106857,,0,,0,23
1115,1993-01-22T00:00:00,ME,NEWELL,Jake,1196298715793519,AUS,,NEWELL Jake,False,0,115,NEWELL J,106,53550000,AUS19930122,181,10007488582,,0,,82,25
1116,1996-01-14T00:00:00,ME,BETHELL,Peter,1196298715793520,NZL,,BETHELL Peter,False,0,116,BETHELL P,107,53580000,NZL19960114,182,10009658150,,0,,89,22
1117,1988-12-22T00:00:00,ME,CARBALLO GONZALEZ,Edgar,1196298715793521,ESP,,CARBALLO GONZALEZ Edgar,False,0,117,CARBALLO GON,108,53610000,ESP19881222,189,10004684878,,0,,0,29
1118,1997-04-30T00:00:00,ME,SCHARF,Max,1196298715793522,CAN,,SCHARF Max,False,0,118,SCHARF M,109,53640000,CAN19970430,190,10009644511,,0,,0,21
1119,1995-03-02T00:00:00,ME,CZERMAK,Wojciech,1196298715793523,POL,,CZERMAK Wojciech,False,0,119,CZERMAK W,110,53670000,POL19950302,194,10009083325,,0,,0,23
1120,1993-12-03T00:00:00,ME,STEPHENS,Tanner,1196298715793524,USA,,STEPHENS Tanner,False,0,120,STEPHENS T,111,53700000,USA19931203,196,10011238644,DFT,2165,DEFIANT RACING,0,24
1121,1995-03-11T00:00:00,ME,GANNICOTT,George,1196298715793525,GBR,,GANNICOTT George,False,0,121,GANNICOTT G,112,53730000,GBR19950311,226,10008169101,OVR,2043,ONE VISION GLOBAL RACING,0,23
1122,1997-11-25T00:00:00,ME,KLEIN,Bruce,1196298715793526,USA,,KLEIN Bruce,False,0,122,KLEIN B,113,53760000,USA19971125,230,10010038571,,0,,96,20
1123,1998-10-31T00:00:00,ME,VIEIRA,Douglas,1196298715793527,BRA,,VIEIRA Douglas,False,0,123,VIEIRA D,114,53790000,BRA19981031,237,10010126679,,0,,0,19
1124,1996-12-29T00:00:00,ME,MCCORKELL,Matthew,1196298715793528,AUS,,MCCORKELL Matthew,False,0,124,MCCORKELL M,115,53820000,AUS19961229,248,10009132734,,0,,0,21
1125,1994-02-13T00:00:00,ME,VATAMANYUK,Orest-Vasyl,1196298715793529,UKR,,VATAMANYUK Orest-Vasyl,False,0,125,VATAMANYUK O,116,53850000,UKR19940213,248,10009706347,,0,,0,24
1127,1994-11-16T00:00:00,ME,LOWE,Josh,1196298715793530,GBR,,LOWE Josh,False,0,127,LOWE J,117,53880000,GBR19941116,283,10007661566,,0,,0,23
1128,1993-08-13T00:00:00,ME,KERESZTES,Peter,1196298715793531,HUN,,KERESZTES Peter,False,0,128,KERESZTES P,118,53910000,HUN19930813,284,10008552956,,0,,0,24
1129,1989-12-15T00:00:00,ME,WIELAND,Erich,1196298715793532,AUT,,WIELAND Erich,False,0,129,WIELAND E,119,53940000,AUT19891215,292,10008587312,,0,,0,28
1130,1997-07-07T00:00:00,ME,MASARYK,Oskar,1196298715793533,SVK,,MASARYK Oskar,False,0,130,MASARYK O,120,53970000,SVK19970707,292,10009568527,KFT,2232,KELLYS FACTORY TEAM,0,20
1131,1997-01-24T00:00:00,ME,CIRIEGO,Maxime,1196298715793534,FRA,,CIRIEGO Maxime,False,0,131,CIRIEGO M,121,54000000,FRA19970124,320,10009447073,DOR,1867,DORVAL AM NICOLAI,0,21
1132,1998-09-07T00:00:00,ME,ROJCEK,Adam,1196298715793535,SVK,,ROJCEK Adam,False,0,132,ROJCEK A,122,54030000,SVK19980907,322,10010032612,,0,,0,19
1133,1992-07-24T00:00:00,ME,OBUHOVSKIY,Aleksander,1196298715793536,RUS,,OBUHOVSKIY Aleksander,False,0,133,OBUHOVSKIY A,123,54060000,RUS19920724,331,10016229393,,0,,0,25
1134,1998-05-13T00:00:00,ME,FREY,Frieder,1196298715793537,GER,,FREY Frieder,False,0,134,FREY F,124,54090000,GER19980513,331,10009897620,,0,,0,20
1135,1995-06-16T00:00:00,ME,BARTH,Joshua,1196298715793538,GER,N,BARTH Joshua,False,0,135,BARTH J,125,54120000,GER19950616,361,10008835569,,0,,0,23
1136,1998-08-10T00:00:00,ME,LUCAS,Cole,1196298715793539,NZL,N,LUCAS Cole,False,0,136,LUCAS C,126,54150000,NZL19980810,362,10010037965,,0,,87,19
1137,1995-12-08T00:00:00,ME,COMETTI,Luca,1196298715793540,USA,N,COMETTI Luca,False,0,137,COMETTI L,127,54180000,USA19951208,372,10008834761,,0,,101,22
1138,1990-09-05T00:00:00,ME,HEINE,Felix,1196298715793541,GER,,HEINE Felix,False,0,138,HEINE F,128,54210000,GER19900905,373,10008920041,,0,,0,27
1139,1998-10-24T00:00:00,ME,ROBENEK,Hugo,1196298715793542,CZE,N,ROBENEK Hugo,False,0,139,ROBENEK H,129,54240000,CZE19981024,375,10010021494,KFT,2232,KELLYS FACTORY TEAM,0,19
1140,1991-03-26T00:00:00,ME,STUDNICKA,Lukas,1196298715793543,CZE,,STUDNICKA Lukas,False,0,140,STUDNICKA L,130,54270000,CZE19910326,377,10011023325,,0,,0,27
